_id,playerId,gameId,createdAt,data.age,data.gender,data.strengthInGame,data.payFair,data.feedbackOpenEnded,data.feedbackMultipleChoice,data.education
wfHs5Kw3iSjaukZhn,XtEfCfui6rM2NypQw,sXvSQdk5pDKToyH3C,2023-04-19T20:52:52Z,56,male,I collaborated well and I came up with many ideas.,Yes,No recommendations. It was a fun experience.,Yes,master
JJ5zE3YmcypwrkTRK,QDqy8ovrzkuasyFpz,TEdkY4QNWLE7KyCJx,2023-04-19T20:52:57Z,29,male,getting correct answers,almost,"The first game did not work well at all. I had to refresh and I was playing by myself. The other games, people did not communicate and it was sometimes not possible to fulfill the objective.",Yes,bachelor
tfw2hQygxYyk8xvnG,hk_7c8126c677ad41d3,sXvSQdk5pDKToyH3C,2023-04-19T20:53:08Z,34,male,I feel like I could have done a good job at everything involved. I should have been more willing to get people organized. I did not always participate much in certain exercises to avoid over complicating them.,Yes,It sometimes took quite a while to load but other than that I did not experience difficulties. Others reported their submissions being removed right after entry.,Yes,bachelor
uxfomGprHNCfY2NWZ,DbETSJ4ZmgpkKW3hf,sXvSQdk5pDKToyH3C,2023-04-19T20:53:15Z,31,Male,team play and concentrated more,Pay was very fair. Would be great If I get additional payment for getting loaded,I was getting loaded for several minutes so that I missed my initial game,Yes,master
tPD68MRuu8LN8Fvkh,2dK4mjkaLGrscnD3g,sXvSQdk5pDKToyH3C,2023-04-19T20:53:35Z,58,Female,"My strength I think is to keep connected with the others, keep game moving. ",I think it is.,"It was all good.  Just little too rushed for my liking.  Waiting room, I didn't realize I could refresh until after awhile.  I was afraid to refresh and when refreshing was mentioned, I thought you meant during the games, not in the waiting room.  In any case, I enjoyed collaborating with the others.  It was fun.  ",Yes,other
Sbh5AXb4XJHJWGycN,ZCeSiX4pSAziqXRKu,TEdkY4QNWLE7KyCJx,2023-04-19T20:54:13Z,62,female,moderate,"DK until I see the final bonus, LOL!",Just that I was not able to enter an amount for the computer category until the last allocation task.,Yes,bachelor
7FhXmswxYz9HHWB4f,yvRFMfAF7jPxpNSk9,TEdkY4QNWLE7KyCJx,2023-04-19T20:54:25Z,54,male,"I didn't feel very powerful, if that's what the question is asking",no,it was somewhat glitchy for me,No,high-school
yndeEFF3raJSHMh9q,t3vnm5NaY78fw2j4o,cKbfZ4ev9CdvtGPnc,2023-04-19T20:56:16Z,40,Male,I tried to be logical and efficient ,very ,,Yes,high-school
5WYjfTwwPMdnv6MTZ,EddfaTinLvAbzfRNm,cKbfZ4ev9CdvtGPnc,2023-04-19T20:56:52Z,39,male,My strength was cooperation and reasoning.,I think the pay was fair and was pretty good.  ,We had one member who refused to listen to anyone else and bogged everything down.  Otherwise I thought it was fun,No,bachelor
N5XKCJ6yLEqWfBCu4,gkhXy5R6PPzmb6pq2,cKbfZ4ev9CdvtGPnc,2023-04-19T20:57:10Z,48,female,Everyone communicating together helped.,yes,Everything went well.,Yes,high-school
tkYKmTjCa2bfHEhkM,cXM2tekP5Mxf79t2s,cKbfZ4ev9CdvtGPnc,2023-04-19T20:57:30Z,42,male,"I was strong in every area, except maybe the graphs. I just had to deal with people who weren't",yes,Sudoku with multiple people is impossible if it's not mostly solved,Yes,master
oZmmPDDzaAxbNTQRa,ESMW5qfkZB4Kux3ex,cKbfZ4ev9CdvtGPnc,2023-04-19T20:58:00Z,29,female,I feel like we should have worked better as a group ,yes I felt the pay was fair.,during the beginning at the first game it was stuck on the loading screen for a while. ,Yes,other
DMFE7fF5DGFtJKzDy,N42MDDfXgDYjBSX5b,cKbfZ4ev9CdvtGPnc,2023-04-19T20:59:28Z,45,male,"Using the logic like in the game of wolf, goat, cabbage. It was easier.","Yes, I think so. Thanks.",No,Yes,other
MJoQbF8uLrKGcaQKX,jkSZdhbDdQhppdPwk,bGfpPKjuubDs74LQW,2023-04-19T21:02:03Z,50,male,Average,yes,no,Yes,bachelor
YSpusAP9J8ZxNiuK3,SQQ8s6kxoR2sQbucD,bGfpPKjuubDs74LQW,2023-04-19T21:02:38Z,34,male,Being logical and working with people.,"If the entire game was not laggy, slow and bugged out then sure. Though because of technical issues dragging it out, not sure.","It's laggy, the timers have to be burnt if people leave mid round and it is just frustrating UI controls that act up due to lag.",No,high-school
GEpNRAyB5KpNtKEev,qmNjRtgojwCs3n5we,bGfpPKjuubDs74LQW,2023-04-19T21:02:48Z,48,female,looking at all the options,I think base pay should be higher based on the wait time and lagginess,Very slow.  It changed games while the game was occuring.,No,bachelor
GS3okQNXgH44g44Xs,ohGqcM5WK2Aas8K4S,bGfpPKjuubDs74LQW,2023-04-19T21:02:54Z,32,Male,Taking charge,"Kinda, again I think we all lost on pay due to technical difficulties.","I liked it as a whole, just... we all had issues with game one. The ""refresh"" thing can be on your screen anywhere between 1-6 seconds, you won't see it if it's on the shorter end.",Yes,bachelor
DMP9kcSqHssC66NWY,QaQvNyziN3zpj4Nwq,Lp4EF26z7NEapWC3K,2023-04-19T21:08:40Z,59,Female,Able to undersstand other's way of playing the games.,Yes. ,,Yes,
tPPL2v9EB7MKtYL5D,xGsYYcwjapCy49abX,Lp4EF26z7NEapWC3K,2023-04-19T21:09:19Z,31,Female,I was good at starting and helping maintain the chat conversation. ,Yes the pay is fair. ,"It worked pretty well, no issues. ",Yes,bachelor
uZoQvGwt8QDYDrjru,RndrS7F6oSEqapAQ8,Lp4EF26z7NEapWC3K,2023-04-19T21:09:42Z,35,male,"I'm good at logic puzzles, strategy and numbers.",It was okay.,The timed delay between rounds was completely unnecessary and only wasted time. Everyone was ready to move to the next round and get this done. There were also quite a few extended loading pages in the first game.,Yes,bachelor
uz7yWEybGeLPzokKA,hk_4e569a306e762dcd,Lp4EF26z7NEapWC3K,2023-04-19T21:12:38Z,48,male,I thought I was decent at most of the games. I had not played Sudoku for awhile but I got better at it as I played. Also I thought the rest of the team was improving at it.,Yes I do. ,I didn't think it was necessary for the clock to completely count down if we finished the task beforehand.,Yes,bachelor
