WorkerId,AssignmentId,BonusAmount,UniqueRequestToken,Reason
hk_c9192a7a129772ec,3H8DHMCCWGN70N923FPT30OV88SKDN,12.31,-477727352,Thank you for joining our study on 2024-04-26
hk_080ff425187fe6da,3KV0LJBBH9XWRLSA6SXTN2X3B8DMRM,11.79,1345703884,Thank you for joining our study on 2024-04-26
hk_ac3cc5f2a75c8243,3E4GGUZ1TF3KXDBM6Q5C7HXR99L2KW,10.8,-1398784828,Thank you for joining our study on 2024-04-26
hk_543b9e6a376f7a65,3QILPRALQC7WRYYEJK6T90RYPU18N9,12.31,-1818944906,Thank you for joining our study on 2024-04-26
hk_5e617d4ea1257caa,3WMINLGALIFRJIU2RSHTPG3HGD3CAD,9.8,1043981296,Thank you for joining our study on 2024-04-26
hk_244c3d391c56faa8,3OSWBBLG1L9DKN892Y4ITUWX21SDXS,10.33,838468534,Thank you for joining our study on 2024-04-26
hk_d62293bc082e0f38,3EJJQNKU9YHAZ7RZFVHGVXP70U5HRL,11.28,1236202843,Thank you for joining our study on 2024-04-26
hk_b317ed773198b0c5,3SB5N7Y3OAG8ZHCP1CGJQ1CJ5Z40G1,12.79,-2129243861,Thank you for joining our study on 2024-04-26
hk_b4b40604ca1ae17b,37XITHEIS3LJIZGJT33FK6SRL7FCRU,11.81,1707457331,Thank you for joining our study on 2024-04-26
hk_78fe85b6bbd1eee1,3MRNMEIQWCIIKTRKOF1UI01AX8JDL5,11.81,-1506445638,Thank you for joining our study on 2024-04-26
hk_29b91ee879418a23,3A4NIXBJ7DBLONXX180X1QO4G1NLMB,10.83,45210479,Thank you for joining our study on 2024-04-26
hk_73815c4c01ef57de,39K0FND3AOR4S46T4HB7SC8TJEGAML,9.76,-1427957577,Thank you for joining our study on 2024-04-26
hk_8eb14f006dd026f1,3Y9N9SS8L5N14P1VI9XUME7TYTZ3D3,1.25,-1296350465,Thank you for joining our study on 2024-04-26
hk_85b657e1a0274dfc,3Z7EFSHGNGQ3FV2V22979OEFHYDCXI,12.32,-835943152,Thank you for joining our study on 2024-04-26
hk_945e907ba5d76c4e,3RANCT1ZVMTSOMGUJX2PEX9T5WFBU3,10.33,162289127,Thank you for joining our study on 2024-04-26
hk_594eb5406f580a7e,37ZHEEHM63YLNG0LRWU8MMXXE9973B,12.29,-1396275289,Thank you for joining our study on 2024-04-26
hk_2f36d0a5438c2684,3WETL7AQW0K60CM233FBO2J2WEN35Y,12.32,1483669415,Thank you for joining our study on 2024-04-26
hk_5b294a566f6fae14,3TVRFO09GRRWIZW1FF26C742JBKLXG,11.8,-668843666,Thank you for joining our study on 2024-04-26
hk_7979da7a62f8432f,3OS46CRSLMBMVPOZSWVMZ3PK8HIV6T,9.8,30694572,Thank you for joining our study on 2024-04-26
hk_17aa5ef6135f1850,3I02618YA7IUSGH422KQ9HEIPZHPUQ,9.77,1153771466,Thank you for joining our study on 2024-04-26
hk_a39ff17c26ccd739,3V5Q80FXI43E1F3FLKDDQVGP1B7238,11.3,-29407645,Thank you for joining our study on 2024-04-26
AU3NJ6CG34UP,3AMW0RGHOKEHXQXV5184VMMOIX8PN7,11.81,443294299,Thank you for joining our study on 2024-04-26
hk_b4460cd7f488d9a9,3RRCEFRB7TOT7OMF4RB71TBZ9IDB43,10.8,285858976,Thank you for joining our study on 2024-04-26
hk_b927b352182fc022,3WR9XG3T6AN65CJPRAZRWRP3QTE474,10.33,1659104480,Thank you for joining our study on 2024-04-26
hk_d6ee5b0fa61cde8c,3IHR8NYAMEDVBINPNWT8WDGOQHA4PP,12.32,-1358622656,Thank you for joining our study on 2024-04-26
hk_4e85d13bf9a9b41d,3M0BCWMB8285GQ5ZEXHQWLUQU5IBWK,10.81,579996986,Thank you for joining our study on 2024-04-26
hk_74c2f5e11712821a,33OOO72IVOXWYETBXS8AKLT98ZWTCL,9.79,351290410,Thank you for joining our study on 2024-04-26
hk_b0e0365523f776f8,3EQHHY4HQZ47UOYQYIMV7W8AQG8G5H,1,-1194665749,Thank you for joining our study on 2024-04-26
hk_2dd316b4f7a64a65,3UNH76FOCZH5OM4WKNPNVYQ0GZGMYM,10.32,101603841,Thank you for joining our study on 2024-04-26
hk_64e94a005cc1c3a6,3OONKJ5DKJVXBHWXNBQGFRH4QQEBOC,11.31,-708719827,Thank you for joining our study on 2024-04-26
hk_8b9b0561db84b839,3CN4LGXD540PKWFQEJPR9490U0K4YI,10.79,-350918685,Thank you for joining our study on 2024-04-26
hk_61b0f4205edd27a5,39U1BHVTDS38LEXS4ZX9RIPF1ZWT3P,9.78,1937335717,Thank you for joining our study on 2024-04-26
hk_009105383106591c,3QAVNHZ3ETGKMMO845ASSZT4DMKALX,9.78,-1804919184,Thank you for joining our study on 2024-04-26
hk_55dc2fe5c76503d2,3EFE17QCRJHM0MRCUKHLL7U3JDPSHG,9.77,384008721,Thank you for joining our study on 2024-04-26
hk_17ec7b830849f74f,3NG53N1RL2VWUJARZZJLDPWTS4FP8S,1,1124359359,Thank you for joining our study on 2024-04-26
hk_4cb7e944854a04fa,3C8HJ7UOPE65TCE1G9R695Z2M95ZM7,10.81,-436062238,Thank you for joining our study on 2024-04-26
hk_78ab8eade108ca4e,3VAR3R6G1WDE9JYQKZ66OPR3KJ28OJ,11.81,-1393901491,Thank you for joining our study on 2024-04-26
hk_dd1fbb305cdccb3f,3VJ40NV2QPZX73QENXH1FLNQUSGOT5,11.32,-725716587,Thank you for joining our study on 2024-04-26
hk_a0f1e59af42b8912,3PWWM24LHZA02C9LX189HCO0FEU82X,1,1445586925,Thank you for joining our study on 2024-04-26
hk_dc07ac36c721fa1e,3P529IW9K5XFID5GFLWK604V7DVFLW,11.31,-1080769105,Thank you for joining our study on 2024-04-26
hk_1e7494234d6f4653,3CP1TO84P0DHFUQJZ3165SE9C8Q25P,1,-441496403,Thank you for joining our study on 2024-04-26
hk_1e9d7ab61e1b4222,3ZSY5X72N4NKRODMJ8C6F6M85WNROC,9.79,-2070019191,Thank you for joining our study on 2024-04-26
hk_35fd9e9374d6a759,34YB12FSQ5052VJWQH3HOYJW8NFGM8,1,-141055226,Thank you for joining our study on 2024-04-26
hk_2516ee7e226c7116,3BEFOD78WD5PQFQCVG1GF9MTIJS4MX,9.79,970811749,Thank you for joining our study on 2024-04-26
hk_f09b0eaeee41fe1b,3LRKMWOKBCTFM8A86R8MUWL4IQFZ2H,9.78,-809817813,Thank you for joining our study on 2024-04-26
hk_2ae9610211c063a7,33SA9F9TR463NTHJOOJGXT0B07MEWR,1,-451186819,Thank you for joining our study on 2024-04-26
hk_4d0242ec354bfd0d,3RWE2M8QWOME99TBOGTEGLLGA0WN0K,1,-1742801299,Thank you for joining our study on 2024-04-26
hk_5a519abf3d3e5f82,3LBXNTKX0Y71HXVSQIZG7YD7EGGX91,11.31,-1572931426,Thank you for joining our study on 2024-04-26
hk_bfe2e469e687e87f,338JKRMM2DBI0Q5IDKVU070XW7IHA8,9.81,-367021001,Thank you for joining our study on 2024-04-26
hk_64d8cb6691ec9757,3LUY3GC636CSU558PURFZP0YKIB7PO,1,-107519632,Thank you for joining our study on 2024-04-26
hk_33199b9254ce82d0,3G5F9DBFOW92SE8GOFMQWUEAJU8HVQ,9.77,262089286,Thank you for joining our study on 2024-04-26
hk_87c140a62fa76024,3PJ71Z61RBETRWAZJPE9CP96DCU914,1,-984136698,Thank you for joining our study on 2024-04-26
hk_d08d62e251257e8a,3N2BF7Y2VX6J2RE7ANLZ9YVXNODMH0,10.32,1864685027,Thank you for joining our study on 2024-04-26
hk_093dcd5902d30668,308Q0PEVBFP4R26XRWZF4OQSSDDI99,1,993728350,Thank you for joining our study on 2024-04-26
hk_5864c5e4cf3f3b2f,3MRNMEIQWCIIKTRKOF1UI01A19KDLC,9.78,-863214138,Thank you for joining our study on 2024-04-26
hk_61bdce7b8048820b,3KIBXJ1WDC6Y4K0RTO39EU0UERXKOU,1,-666175597,Thank you for joining our study on 2024-04-26
hk_4ce026012fc325df,3PWWM24LHZA02C9LX189HCO0H9282X,10.81,902258459,Thank you for joining our study on 2024-04-26
hk_2e337919cfebc655,33CID5710B5K21PNVQVI5RFY8AAL3R,11.81,526283842,Thank you for joining our study on 2024-04-26
hk_7aea30fe236c42e6,3YW4XOSQKXXRBOY2H0908LWKJM81UY,10.81,-31870103,Thank you for joining our study on 2024-04-26
hk_e535abcac74f7abf,3YOH7BII0GJTU49OU0PN9MU2AZQKVM,12.3,-2003373436,Thank you for joining our study on 2024-04-29
hk_20094b5696fb9996,33SA9F9TR463NTHJOOJGXT0BXXKEW2,11.31,-1069992882,Thank you for joining our study on 2024-04-29
hk_e9cdb1fb4d002521,3D3VGR7TA7RV5ZK00ASER3OXIDV3RL,1,-234410419,Thank you for joining our study on 2024-04-29
hk_2dadc4fe840707fb,3S96KQ6I9TG636ZPXO3L4RBRSBIDT2,10.79,-1768272506,Thank you for joining our study on 2024-04-29
hk_f3ccb477eb14214e,31QTRG6Q20PB9P19C3HFC2KVLL4YP5,1,523768522,Thank you for joining our study on 2024-04-29
hk_f5542585a3d84df4,3SNLUL3WOBZ41V26AARJS05YKNTLUX,1,1798668287,Thank you for joining our study on 2024-04-29
hk_0940f3e558ebac25,3PPTZCWALXWWERCT82YNQEJ7WA7ZQZ,10.79,-808578644,Thank you for joining our study on 2024-04-29
hk_e43e39a3324b087a,3137ONMDKNH7Q7RJ9JFYBQEN0ZJGE7,11.31,-1986059179,Thank you for joining our study on 2024-04-29
hk_9e3a73c28279d062,336KAV9KYX4FHI03A563GPC28OVY2P,1,1087345766,Thank you for joining our study on 2024-04-29
hk_836f9f890adbbb44,34X6J5FLP0A6EC7PQGV12KVHAGQJQZ,1,1031813828,Thank you for joining our study on 2024-04-29
hk_dd490d1dd921ceb0,32Z9ZLUT1SW72UZJN30C12K2IPOHO8,9.77,1527270474,Thank you for joining our study on 2024-04-29
hk_c0ae0e4e3b55a9a9,3OONKJ5DKJVXBHWXNBQGFRH4NK0BOJ,12.3,-924625442,Thank you for joining our study on 2024-04-29
hk_2adc09858cabfa70,339ANSOTRCEO8YPOVTQ4UX484JYKI3,1,-83420399,Thank you for joining our study on 2024-04-29
hk_ae7ec1ac60abab7b,30ZX6P7VFF7PMT54O55062XE0JPJ2M,10.29,-1554198815,Thank you for joining our study on 2024-04-29
hk_480e1442c47434cf,35BLDD71ID9OJZ8AU1SXW1IFHGEVZD,1,1637410556,Thank you for joining our study on 2024-04-29
hk_93730e976bc70b0a,3WJ1OXY92HSP7F4PAG1ONU7YYI2A8P,1,729586678,Thank you for joining our study on 2024-04-29
hk_960e34e1190bdf5e,3MMN5BL1W6G48J78V2WX54UN7KZM32,10.81,55810498,Thank you for joining our study on 2024-04-29
hk_7c8a4ad898ce8c66,3HQUKB7LNMQXADDWJQ5MHTN1G9VHHR,11.31,-1862447984,Thank you for joining our study on 2024-04-29
hk_1f25887d1a7e6e1c,3907X2AHF7HL8482JIAK3YJRI42P2I,9.77,-1500080758,Thank you for joining our study on 2024-04-29
hk_d7bdbcff497b5a5e,3PS7W85Z86EU0GM8L8YJIVS13WKT9W,1,1283252252,Thank you for joining our study on 2024-04-29
hk_843a34c371cfc588,340UGXU9D5D7X0E0OETPF930F03VUW,12.3,117517220,Thank you for joining our study on 2024-04-29
hk_c827640ff6947b81,3PJ71Z61RBETRWAZJPE9CP9690L19V,10.81,539689267,Thank you for joining our study on 2024-04-29
hk_4a34699087254310,3ZDAD0O1T8PK1C46OO4XYYEJ79JTX4,9.76,-1544941185,Thank you for joining our study on 2024-04-29
hk_01f302a3e2b188ec,3J88R45B2NAM9KBZ77VDTODMHTXXPB,1,991756761,Thank you for joining our study on 2024-04-29
hk_d1abd1048e597beb,3CN4LGXD540PKWFQEJPR9490VR0Y4B,1,-984889020,Thank you for joining our study on 2024-04-29
hk_cf8a28001f8e7bdc,33FOTY3KETXVPUH2V9O0EFAECKM1C5,11.31,1327624522,Thank you for joining our study on 2024-04-29
hk_7732c4282273baf2,3IUZPWIU1VJ69T9TKAUJVODGHLZWK5,1,-1817825969,Thank you for joining our study on 2024-04-29
hk_1202cbfa69c2ef78,3CFJTT4SX020DJI4CZ1VQSZMVLI7I9,10.31,-487499029,Thank you for joining our study on 2024-04-29
hk_73190b6923b08099,37WLF8U1WW28FEUNTSHFXUE3TYI6KK,1,243808542,Thank you for joining our study on 2024-04-29
hk_5ca64d04a532e1c5,3F6KKYWMNID88TU50SH9VS5Z3QPNDY,1,1525518041,Thank you for joining our study on 2024-04-29
hk_378c4f053f008b6b,3X73LLYYQ8QPK9Z7MO0ZMDKXVMEHN5,10.31,1827004197,Thank you for joining our study on 2024-04-29
hk_ec0f5940220f2dee,3LBXNTKX0Y71HXVSQIZG7YD7EIRX9G,9.82,1834772562,Thank you for joining our study on 2024-04-29
hk_296ba6ff5f02bf72,3IXEICO799V7IXKAN1V7YL1ZBEX6TJ,1,1357579225,Thank you for joining our study on 2024-04-29
hk_20edd77bfba074b4,3YT88D1N0FA9IV75AQJHQR2JGNTK3Y,10.31,-409662669,Thank you for joining our study on 2024-04-29
hk_93a651f11bf58a4b,3FTOP5WARM0IQJ2Q9I1MNE4ZYMA0JL,1,-1098543755,Thank you for joining our study on 2024-04-29
hk_e2fffd0c0cd0e173,336YQZE832Q7MYUC9LKQK1S7JPI5MJ,9.76,80296819,Thank you for joining our study on 2024-04-29
hk_9c34f0d30e2a3a9c,3DZQRBDBSSR76EKDFZSJHDTTYVY3SJ,1,-1982236972,Thank you for joining our study on 2024-04-29
hk_f59d1ff02b96e495,3R08VXYT7J7IEE291G5ARJ8U7MV7W8,10.32,2118070813,Thank you for joining our study on 2024-04-29
hk_7d00b3a1a435bc96,32RIADZISZGSOA3HFDX2RILZG20S4H,7,1921554176,Thank you for joining our study on 2024-04-29
hk_48cc67056010a0ee,3B837J3LDV8ZPG5FQPTFZBW98YDRSS,10.31,71130823,Thank you for joining our study on 2024-04-29
hk_910ded3787c356ee,3RU7GD8VPV5ED3P0DXPQUGWU8TSSPV,10.28,-1404149756,Thank you for joining our study on 2024-04-29
hk_1bb609f9a7381c02,3PZDLQMM00X2EFZYEDOEJYKJ8TS2CP,1,-1773215893,Thank you for joining our study on 2024-04-29
hk_5cfe9482d9c86e17,34YB12FSQ5052VJWQH3HOYJW8MKGMB,1,-1341588188,Thank you for joining our study on 2024-04-29
hk_4201a0dd6d26f218,3570Y55XZWV5WC8A9KRSIT63KV6GYA,1,-442552016,Thank you for joining our study on 2024-04-29
hk_e0754535c7402105,3PM8NZGV85S79WCE7KA2TT3WLPZXQH,1,-1322662842,Thank you for joining our study on 2024-04-29
hk_0df6224790da04ed,3E1QT0TDFWL4DXNNM4T14SVIHHR8I1,1,1805233209,Thank you for joining our study on 2024-04-29
hk_12353f1fdc49d954,3QAPZX2QNBPIKN4I2XVUOXII0OQ02U,9.76,55728975,Thank you for joining our study on 2024-04-29
hk_b1080a235d9ba6a4,323Q6SJS8PSDWHMQO0HME8BOVZIFHW,10.31,926094617,Thank you for joining our study on 2024-04-29
hk_78441e7cacba6a22,3IX2EGZR7IV6QDMP3VK17A5MA75JRR,9.82,374141677,Thank you for joining our study on 2024-04-29
hk_273b931f0790670f,32RIADZISZGSOA3HFDX2RILZE3E4S7,10.78,307172831,Thank you for joining our study on 2024-04-29
hk_1bd74ed7e5a07914,3VHHR074HAT23KQAX2Y8I8RE9GP7LF,10.78,647090544,Thank you for joining our study on 2024-04-29
hk_9c0e9a296847e647,37W3JXSD6DK1TYYAOPVA4WSRDBZWYB,1,-1378249586,Thank you for joining our study on 2024-04-29
hk_a36644012acf60b6,3IOEN3P9SEV69D81LIBXSFI4JNH615,10.31,2076849181,Thank you for joining our study on 2024-04-29
hk_b02d1fdaa5f858d6,37XITHEIS3LJIZGJT33FK6SRJH2CRZ,1,1101440760,Thank you for joining our study on 2024-04-29
hk_48db12c50193809b,3TXD01ZLDBT83NVL4IS26J3NV754U3,1,-1706457380,Thank you for joining our study on 2024-04-29
hk_8b11cef5c31ce136,38YMOXR4M1BZAEO4I60IL58YFLQ6WA,11.3,1621649007,Thank you for joining our study on 2024-04-29
hk_1fd2289ceaebad1d,35K3O9HUAIP1C7VOYZ9GT5EB17IEFH,1,1976605502,Thank you for joining our study on 2024-04-29
hk_dae6f474d3da0179,38F5OAUN5UO0HO7K6HJAQGY7WRSH7I,1,-2091594138,Thank you for joining our study on 2024-04-29
hk_dca92dd01b13f9ce,3XUHV3NRVRALUKT1IO4DSWKB5UZH5N,12.82,-927437550,Thank you for joining our study on 2024-04-29
hk_33c5129e156f9c9d,3SKRO2GZ783D8STQNM5Y2YNMKT8K1H,11.3,-2045425783,Thank you for joining our study on 2024-04-29
hk_6ff352ccc4a19f40,3UXUOQ9OKL9L71Z60B9I9UB3I3N7AV,1,2146813553,Thank you for joining our study on 2024-04-29
hk_c32db7ebc6e0a38e,3S0TNUHWK0UN5M71UQSQDVF4EPN8DG,11.32,-598514205,Thank you for joining our study on 2024-04-29
hk_5c6bdc49f2931993,3R08VXYT7J7IEE291G5ARJ8UAWFW74,10.3,-1676275175,Thank you for joining our study on 2024-04-29
hk_02aef21cfb34498b,3DR23U6WECQBVCDPTJE5A9TCSD6TEE,1,1338362757,Thank you for joining our study on 2024-04-29
hk_cd13382d4dbfcf21,35L9RVQFCVU2FZJGJPCL08CR376HUA,10.8,-1840936477,Thank you for joining our study on 2024-04-29
hk_5b8dc318666d94f8,34YB12FSQ5052VJWQH3HOYJWBK1GMR,1,-1754606145,Thank you for joining our study on 2024-04-29
hk_6ceb1192e569e2d7,3SBEHTYCWUFJS3E5Z8RV35JJZ4OIYM,11.31,-973237166,Thank you for joining our study on 2024-04-29
hk_9c6d5fa8248ee14e,3NJM2BJS43IY6M04GBZQFBSCHIGPCN,9.79,1404670185,Thank you for joining our study on 2024-04-29
hk_a3f1713e87b6efcc,3TR2532VIW6D4UO5B7H3WFEQBPP6JL,1,-390542216,Thank you for joining our study on 2024-04-29
hk_aea713888a6d0c58,3K4J6M3CXL540UA7TEDCF7OWEHMGA6,12.82,1135684702,Thank you for joining our study on 2024-04-29
hk_35fd9e9374d6a759,34YB12FSQ5052VJWQH3HOYJW8NFGM8,10.29,-141055223,Thank you for joining our study on 2024-04-29
hk_813b467bd283f59c,3PMBY0YE2EFDEZKXZM3TTLSXAWI9CU,1,-1227770522,Thank you for joining our study on 2024-04-29
hk_d1b222e99c6899eb,3U5JL4WY5RL0KRPG9N3PQQ2RPW04XN,1,1598963034,Thank you for joining our study on 2024-04-29
hk_98addba34eae4b89,31IBVUNM9ZBIEIHATPYQT92XYCIVFI,10.81,1474246813,Thank you for joining our study on 2024-04-29
hk_486ae0384f321a4e,3EICBYG64B82KBX6LYU6IF60CZ5CJ5,10.81,1927518191,Thank you for joining our study on 2024-04-29
hk_ed2cc2195fb38a71,36U2A8VAG8BAYY4TZBC7GLYWWLDKYU,11.8,2091310178,Thank you for joining our study on 2024-04-29
hk_a37496949833e7c6,3PJ71Z61RBETRWAZJPE9CP96DHN917,1,435584241,Thank you for joining our study on 2024-04-29
hk_ce1c0c795cea7955,3IRIK4HM3HWQWGIZ1F0H9B1VOV4C6K,1,386486110,Thank you for joining our study on 2024-04-29
hk_42f3f8ad83687e6e,352YTHGRO2P3Y1P14JL3N4EX4VDH4K,1,-337581428,Thank you for joining our study on 2024-04-29
hk_20e461824aa5bede,3G5W44VEUEUAC7JT55Q19LRSWEFKG7,1,1447602226,Thank you for joining our study on 2024-04-29
hk_50e5871405f8b0af,3TPWUS5F8GDOQVX5SXDL75088X9WCD,12.82,-1610845222,Thank you for joining our study on 2024-04-29
hk_52e67b26a137fac0,3R2PKQ87N3KJYMPRG53K9AWCRSPMIC,1,-1914558386,Thank you for joining our study on 2024-04-29
hk_72c27dcafaa326b0,3LRKMWOKBCTFM8A86R8MUWL4QDL2Z8,1,-72113573,Thank you for joining our study on 2024-04-29
hk_f31d1f738b52e10c,3JC6VJ2SAIV6KXLNCIULBAX7U355A6,1,-528759719,Thank you for joining our study on 2024-04-29
hk_94f02a4c54ea60cd,34QN5IT0T63T6267IE4VYOVLL2980N,13.82,287650533,Thank you for joining our study on 2024-04-29
hk_fb0063250e826163,3LPW2N6LK0EQZ6ZLINBCBB91ZNY5UF,11.31,2037016238,Thank you for joining our study on 2024-04-29
hk_37fc3b24604bf639,3FPRZHYEP5JNY61H9UXOS0D0YKN3VQ,1,1181417441,Thank you for joining our study on 2024-04-29
hk_d347af11984a43c4,3CTOC39K3E2W8U2AUHMV2TEM8PB7J3,9.79,621951138,Thank you for joining our study on 2024-04-29
hk_07ede7c497205d33,3G5F9DBFOW92SE8GOFMQWUEAHEJHV3,1,497846906,Thank you for joining our study on 2024-04-29
hk_8b9a56222d36dd8f,3F0BG9B9MWZM3JX9GHNYCGTAI507YY,11.31,-1752889005,Thank you for joining our study on 2024-04-29
hk_b9cc8fdc2c9b952f,3GM6G9ZBKU997052AH2ONHYL167MTO,10.8,2026791721,Thank you for joining our study on 2024-04-29
hk_75c9916e60d3d2d7,386CSBG1O6YUQHSI6X1CTGQCS6IQ68,9.81,525468899,Thank you for joining our study on 2024-04-29
hk_193275d27dfd9e59,3ATPCQ38JFM4MLV7NKZIM7V0NU4YAG,10.81,264903857,Thank you for joining our study on 2024-04-29
hk_f5d0ab0c0e67353e,3WOKGM4L78SWRUTNPVTRVALL1I9O0P,9.81,1510209921,Thank you for joining our study on 2024-04-29
hk_9b17d9defc873953,3IJXV6UZ14VAV22JLDZ1V9QMWNTRIP,9.77,-1723184690,Thank you for joining our study on 2024-04-29
hk_d66eb3b68d2bba77,3DIP6YHAPJ4SXSL1QL3AJDXPE0H8E0,10.31,1989443658,Thank you for joining our study on 2024-04-29
hk_3fc30dbf9383048b,33UKMF931GWDKVVMJE309VTDVMITTR,9.81,850413813,Thank you for joining our study on 2024-04-29
hk_85e3d406597c2f94,3FDJT1UU7BKCWAU9O97A5O03W6XK5D,10.31,606462514,Thank you for joining our study on 2024-04-29
hk_b81c62219be3d5ae,36NEMU28XMP1ZH9W5M7ZA15K2MVMWP,10.31,-881282197,Thank you for joining our study on 2024-04-29
hk_fa48d4955e6fc9b7,358010RM5L5ZE48VTJ4CZG243HPXVN,10.31,-1038197399,Thank you for joining our study on 2024-04-29
hk_145cd0a8780e9396,3QILPRALQC7WRYYEJK6T90RYPTHN82,9.81,-303077060,Thank you for joining our study on 2024-04-29
hk_7d49fd434945a0d0,38JBBYETQVMRERYZEIDX21HKGLJE4F,10.31,995301832,Thank you for joining our study on 2024-04-29
hk_fc2299649fa8c7f6,3UNH76FOCZH5OM4WKNPNVYQ0DJUMY1,10.31,-1456246921,Thank you for joining our study on 2024-04-29
hk_881c4ff36fa8c946,35K3O9HUAIP1C7VOYZ9GT5EB2U5FEG,9.79,-1848177804,Thank you for joining our study on 2024-04-29
hk_cc612a85e09d59fc,39KFRKBFIU7TOPP8X340N2F5HYGOYS,10.81,788217738,Thank you for joining our study on 2024-04-29
hk_dd6ab0b08278becb,31Z0PCVWURRQMXYF6B0Z4Z1V6XIT7M,9.77,-1712375398,Thank you for joining our study on 2024-04-29
hk_304ce2af7b758de4,3DUZQ9U6ST0RINMWZ9YP08LCWMNVSP,9.81,1864656337,Thank you for joining our study on 2024-04-29
hk_30a3c1f36f5c3680,3LRKMWOKBCTFM8A86R8MUWL4HWAZ2N,10.29,1888532796,Thank you for joining our study on 2024-04-29
hk_aa78a8386afedbf7,3TPWUS5F8GDOQVX5SXDL75088XXCWH,10.81,649969176,Thank you for joining our study on 2024-04-29
hk_04b55ae09398d4db,3BEFOD78WD5PQFQCVG1GF9MTMJD4MM,12.79,-1106496420,Thank you for joining our study on 2024-04-29
hk_dd1e81548378bdaa,3G0WWMR1U2W2X2YA5ENTVRCYM03QNL,7,-2771446,Thank you for joining our study on 2024-04-29
hk_9dec759cf086fba1,31JLPPHS216S8MSK8IBAX8JS2H13OF,10.81,-2003767830,Thank you for joining our study on 2024-04-29
hk_eb66cd791ac81786,3P4MQ7TPP4ODSN7OJ6LU97H5HR9BBK,10.82,-444350495,Thank you for joining our study on 2024-04-29
hk_e84a8950018c062b,3I33IC7ZWMEEL020UZSND3UV7CIA2D,13.29,-1914050283,Thank you for joining our study on 2024-04-29
hk_9e217cb08637636a,3WQ3B2KGEFSCFPPWH9S53V4WUZSB1E,14.31,1070871367,Thank you for joining our study on 2024-04-29
hk_2d9cf878225983ef,3M1CVSFP67HVDJ4LWAIO9LSYKZMAQC,13.81,-1807885482,Thank you for joining our study on 2024-04-29
hk_e8c48cf3e93cd33f,3VAR3R6G1WDE9JYQKZ66OPR3FA8O8I,10.81,851660617,Thank you for joining our study on 2024-04-29
hk_34ce5ff5689feabf,3E13VNJ1NU7M2X32NJKMPI89P2BI1J,10.81,804946630,Thank you for joining our study on 2024-04-29
hk_f0ae8119a0eee8eb,320DUZ38GEYF1NDBNKQP86RF7XXJGV,10.81,994167660,Thank you for joining our study on 2024-04-29
hk_b337edc98bfe649e,3TXD01ZLDBT83NVL4IS26J3NY0F4U2,13.81,-184018857,Thank you for joining our study on 2024-04-29
hk_70bc28a98e0cb4e6,3RANCT1ZVMTSOMGUJX2PEX9TE08UBW,13.81,811617264,Thank you for joining our study on 2024-04-29
hk_fc5c1ac2dc9778d2,37ZHEEHM63YLNG0LRWU8MMXXHF973Q,9.8,-920274632,Thank you for joining our study on 2024-04-29
hk_903e9951b9c5c2c9,37WLF8U1WW28FEUNTSHFXUE44686K3,10.81,-249824546,Thank you for joining our study on 2024-04-29
hk_fe7fed77acec9bec,3W8CV64QJ9B4V7VDLEHU4CPDS009H9,13.81,-373163065,Thank you for joining our study on 2024-04-29
hk_2e5f3e9955614244,3Z7EFSHGNGQ3FV2V22979OEFKE5CX9,13.81,1969720394,Thank you for joining our study on 2024-04-29
hk_df9f3a87f57e0283,3TGOYF9914Y7KLP0JOJKJN1HWZRUUA,10.81,2006214917,Thank you for joining our study on 2024-04-29
hk_5b8dc318666d94f8,34YB12FSQ5052VJWQH3HOYJWBK1GMR,13.29,2128173245,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
hk_f3ccb477eb14214e,31QTRG6Q20PB9P19C3HFC2KVLL4YP5,12.82,875027538,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
hk_1fb40e097d73d528,37W3JXSD6DK1TYYAOPVA4WSREHRWYG,11.31,640857532,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-26
hk_aeece7755d60c26a,3NC5L260MVYNOY8DSDCCYH8P7XXFO9,11.31,-189376465,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-26
hk_b02d1fdaa5f858d6,37XITHEIS3LJIZGJT33FK6SRJH2CRZ,10.79,815470180,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
hk_a3f1713e87b6efcc,3TR2532VIW6D4UO5B7H3WFEQBPP6JL,10.32,-88784668,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
hk_480e1442c47434cf,35BLDD71ID9OJZ8AU1SXW1IFHGEVZD,10.32,-810652192,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
hk_f5542585a3d84df4,3SNLUL3WOBZ41V26AARJS05YKNTLUX,9.79,-867244419,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
hk_e0754535c7402105,3PM8NZGV85S79WCE7KA2TT3WLPZXQH,9.79,896230230,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
hk_48db12c50193809b,3TXD01ZLDBT83NVL4IS26J3NV754U3,1,37556736,Thank you for joining our study. This is a second bonus because you completed part of our study more than once on 2024-04-29
