task,Conceptual-Behavioral,Type 1 (Planning),Type 2 (Generate),Type 5 (Cognitive Conflict),Type 7 (Battle),Type 8 (Performance),Divisible-Unitary,Maximizing,Optimizing,Outcome Multiplicity,Solution Scheme Multiplicity,Decision Verifiability,Shared Knowledge,Within-System Solution,Answer Recognizability,Time Solvability,Type 3 and Type 4 (Objective Correctness),Conflicting Tradeoffs,Solution Scheme Outcome Uncertainty,Eureka Question,Intellectual-Manipulative,Intellective-Judgmental,Creativity Input,Type 6 (Mixed-Motive),PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,cluster,synergy
Euclidean traveling salesperson,0,0.5217391304347826,0.04347826086956521,0.08695652173913043,0.30434782608695654,0.13043478260869565,0.04761904761904761,0.6086956521739131,0.8695652173913043,0.9565217391304348,0.5217391304347826,1,0.9565217391304348,0.9565217391304348,0.782608695652174,0.9565217391304348,1,0.34782608695652173,0.8695652173913043,0.13043478260869565,0.06521739130434782,0.9347826086956522,0.30869565217391304,0,0.7608183910327739,0.20726487373953625,-0.02765032447746338,0.16879684816310347,-0.31237147786037167,-0.059031607023129734,-0.1366705672432768,0.1586616187004875,-0.05723842197207613,0.24893654685474675,0.09902668899680601,-0.060146019030553124,0.034350725512041685,0.22034549813970064,-0.15092613529577523,0.09174238466327525,-0.021112079044045967,0.10250641277835155,0.05892210058716225,-0.04654653421555042,0.03360203726062075,0.009473334248848272,0.015711960947877666,0.006260797242046255,3,0
Reproducing arts,0.15384615384615383,0,0.03846153846153846,0.03846153846153846,0.03846153846153846,0.03846153846153846,0.8461538461538461,0.8461538461538461,0.9230769230769232,1,0.6538461538461539,1,0.9230769230769232,1,0.9615384615384616,1,0.9615384615384616,0,0.2307692307692308,0.1153846153846154,0.23846153846153847,0.9961538461538462,0.09230769230769233,0,1.1504974289362748,-0.3358224710184102,0.2192523367885049,-0.17464216398240667,0.39617514007358046,0.295073250022094,0.3436561154719076,0.005454715226735428,-0.06480457567384737,0.08817349483761634,0.06487109695082757,-0.14528657779144044,-0.007511000058920875,-0.05682869864648729,-0.08522784561121671,-0.15072950099727983,-0.03150081926227509,-0.08073136701271086,-0.08480079637308863,-0.040759649341398314,0.012438938826595695,0.05671314581338061,-0.011021247452454426,-0.022694140488008784,3,0
Estimating social quantity,0,0,0,0,0.21739130434782608,0.04347826086956521,0.3181818181818182,0.6521739130434783,0.7391304347826086,0.9565217391304348,0.5652173913043478,0.9565217391304348,0.7727272727272727,0.42857142857142855,0.5652173913043478,0.782608695652174,1,0,0.9090909090909092,0.04545454545454545,0.04347826086956522,0.8956521739130435,0.1,0,0.6726421977450822,-0.21667128993430546,0.21560892125221434,0.5925204742699152,0.11295741856064517,-0.09064613680740331,-0.10797782982190908,-0.17922005003363575,0.003559413285270631,0.22679764165984234,-0.13381384714074432,-0.0063633004894601,-0.05809894941404503,-0.02456841701612701,0.11553751746130753,-0.04608208187191715,0.01661217283444128,0.09287768472497933,-0.0037013460604890178,8.278650802845799e-4,-0.03844063151647012,-0.0057310879115191685,0.060145992970919514,0.0028827426653678123,3,0
Hidden figures in a picture (Searching Task),0.09523809523809525,0.09523809523809525,0.14285714285714285,0.09523809523809525,0.380952380952381,0.04761904761904761,0.9523809523809524,0.8571428571428571,0.380952380952381,0.85,0.42857142857142855,0.9047619047619048,0.5714285714285714,0.95,0.9047619047619048,0.8571428571428571,0.9047619047619048,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.16666666666666666,0.9047619047619048,0.22380952380952385,0,0.5996007525564246,-0.5385894197013492,0.21425249527941384,-0.3676162222443007,0.21180524889579042,0.20852063622677436,0.24096415138155464,-0.1925104820198109,-0.0036944431530496324,-0.16822353574872223,0.19538209158704167,-0.177575429894932,-0.2238930838909,-0.1392149743817621,0.0483839584773856,0.10214222559151177,0.08813480068410143,0.05060967930734691,-0.02213358415711851,0.018673424387113426,0.03776395917618801,0.03036753562128848,-0.010246915010208638,-0.006446300879927942,3,0
Estimating pages of a book,0,0,0,0.125,0.20833333333333337,0.08333333333333333,0.04545454545454545,0.4583333333333333,0.9583333333333334,1,0.6666666666666666,0.9166666666666666,0.625,0.7083333333333334,0.7391304347826086,0.875,1,0,0.9583333333333334,0.04347826086956521,0.03333333333333333,0.9208333333333332,0.0875,0,0.7516244023980135,0.06543022387918535,0.016978815686120446,0.7126711263161334,0.15991413556183878,0.015219015808864828,-0.13258357680892896,0.018282864883706812,0.057391324182984885,0.053676858982776465,-0.029312624503530837,-0.029925571153089366,-0.0231485251611635,0.19527664044221782,0.014276981515238901,0.019737762541101017,-0.03760082105235457,-0.05481987368374577,0.026321068898106648,0.024329847227603188,-0.04487222318390846,-0.06261125525921885,0.009831379117306596,-0.0026285616912866245,3,0
Abstract grid task,0.04166666666666666,0.125,0,0.04166666666666666,0.125,0.2916666666666667,0.17391304347826086,0.625,0.9166666666666666,1,0.5416666666666666,1,1,0.9166666666666666,0.7916666666666666,1,1,0.25,0.8260869565217391,0.08333333333333333,0.1875,0.9583333333333334,0.25416666666666665,0,0.9105779014937853,0.14344667667288633,-0.01590586300989441,0.21414367022288378,-0.05891620581031305,-0.05960389554294325,-0.013546148608770639,0.08701273950847718,0.035998153148446246,0.1097318592553871,-0.02504426059904024,0.024606831074721634,0.13984851256273423,0.10710003718270618,-0.051572024172703505,-0.17510204683009728,-0.06966295489035614,0.0646918340127629,0.04046269056727775,-0.09493137829955256,0.043112625118464906,-0.004959111245687462,0.006207521853896966,-0.05545504739017288,3,0
Unscramble words (anagrams),0,0.09090909090909093,0.2727272727272727,0.04545454545454545,0.18181818181818185,0.13636363636363635,0.9047619047619048,0.9090909090909092,0.5454545454545454,0.9545454545454546,0.4545454545454546,1,1,0.9545454545454546,1,1,1,0.04545454545454545,0.3181818181818182,0.14285714285714285,0.13181818181818183,0.9636363636363636,0.3,0,0.9851295591333308,-0.4403452103435336,0.18452682907925896,-0.4489742697406318,0.16921060638432792,0.2445982183079153,0.049347879977158414,-0.12818598249886543,0.07150678833509277,0.06328965091041196,0.08767307788001404,-0.04710771849310967,-0.05644052121151275,-0.2052586358274023,0.013293512434294136,-0.03626842004590703,0.02928042881928843,0.007114253944090904,0.0273895887605332,-0.09432214951972456,0.07350975687196136,0.02955614674482852,0.05578192014248714,-0.032051666019510955,3,0
Random dot motion,0.04166666666666666,0,0.08333333333333333,0.04166666666666666,0.375,0.08333333333333333,0,0.5833333333333334,0.8333333333333334,0.9166666666666666,0.7916666666666666,0.9583333333333334,0.9166666666666666,0.9166666666666666,0.7916666666666666,0.875,1,0.20833333333333337,0.7916666666666666,0.08695652173913043,0.14583333333333334,0.9666666666666668,0.02916666666666666,0,0.8330221271368928,0.06440974350177867,0.09561576922407836,0.43812272466121416,0.03540786636175508,-0.20682208263131707,-0.04103335811335056,0.1773613599822041,0.2024821734511314,0.059582816004195155,0.10779270290638093,-0.12279100922143432,0.12053447823624226,0.07147611182793016,-0.12977823720646617,0.03722777131290903,0.03532070773772969,-0.11721124128151279,-0.07698404653737434,0.05116980849520908,0.029858570044270134,-0.005059449135587993,0.018546329208234017,-0.04381076900047479,3,0
Target Search,0,0.13636363636363635,0.2272727272727273,0.09090909090909093,0.18181818181818185,0.04545454545454545,0.1904761904761905,0.8636363636363636,0.3181818181818182,0.8636363636363636,0.3636363636363637,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.7727272727272727,0.9090909090909092,0.9545454545454546,0.3636363636363637,0.5909090909090909,0.2857142857142857,0.02272727272727272,0.9272727272727272,0.1590909090909091,0,0.5324872574112324,-0.24937250775804348,0.11095228113877884,-0.050031408270379094,-0.19241070447943998,-0.07296215907144508,-0.11787073644390543,0.2883689885166454,0.10550496682127701,-0.00502100085657025,-0.04997791994729243,-0.11962155505839792,-0.04605517507890323,-0.24070888420015912,0.08470643673257072,0.044690424190509906,0.12347666638872355,0.026770391253134945,0.1129660343936876,-0.001449556559304276,-0.06199329971261429,5.375795955575684e-4,-0.001149270092551842,0.00967580168268237,3,0
Find the maximum,0,0,0.125,0.16666666666666666,0.3333333333333333,0.125,0.5833333333333334,0.5,0.7916666666666666,0.9565217391304348,0.5833333333333334,0.7916666666666666,0.875,0.625,0.5,0.5416666666666666,1,0.16666666666666666,0.9583333333333334,0.04347826086956521,0.0125,0.9583333333333334,0.20416666666666664,0,0.523574551668696,-0.14543900358523662,0.08558705135696523,0.49614911030355596,0.04269953184253161,0.05504531093682345,-0.005833152130832103,-0.38004632651675446,0.09229525609681578,0.30369331307693187,0.11121183133271843,-0.02865251183729324,0.06166434653597559,-0.19954349199604715,-0.003018017434766908,-0.06938771805431425,-0.11329917128047588,0.06384369385940905,0.021968240257026907,0.13257638416503637,0.12973403703932124,-0.1248095874031537,0.015568006367428729,0.008712858778766657,3,0
Wildcam Gorongosa (Zooniverse),0,0,0.08333333333333333,0,0,0,0.8333333333333334,0.9583333333333334,0.6521739130434783,0.7083333333333334,0.5416666666666666,0.9583333333333334,0.5416666666666666,0.9583333333333334,0.875,0.875,0.9583333333333334,0.04166666666666666,0.6666666666666666,0,0.06666666666666667,0.8833333333333333,0.15833333333333333,0,0.7105590132031961,-0.5419939957864577,0.3146875746213942,-0.008098735654100006,0.1813183948641834,0.29558759200851015,0.09094705623134744,-0.12119600311176701,-0.10827484804366345,-0.18499882968761133,-0.11341493549604133,0.10096182711794244,-0.042602640574707126,-0.0062475097141313305,-0.12101013588345694,0.005165094106586117,-0.17846717031386394,-0.04204297837875309,-0.03252858054677713,0.0608487079610614,-0.015696861012574944,0.005581431002915253,0.008096355795916173,-0.001693867294854909,3,0
Recall stories,0,0,0.04166666666666666,0,0.16666666666666666,0.04166666666666666,0.30434782608695654,0.7916666666666666,0.6666666666666666,0.875,0.7916666666666666,1,0.6521739130434783,1,0.9166666666666666,0.9166666666666666,1,0.04166666666666666,0.7916666666666666,0,0.0625,0.9833333333333332,0.0625,0,0.8697290066636659,-0.21632315864263288,0.2537365972968445,0.30700247981924034,0.14376982459234552,0.03624808047386924,-0.03304778480240447,0.11849456018559051,0.07281678670909207,-0.18553554975423936,-0.024130046777163627,0.045141032830447826,0.040660889599492774,0.07619987159240182,-0.14868584668907153,0.15456152593608313,-0.03573992907617024,-0.06336936880812322,-0.02611517317345108,0.035308738898847655,0.05621425661784252,-0.011763240569715033,-0.03030538234545594,-7.280640827391762e-5,3,0
Recall association,0,0.09090909090909093,0.09090909090909093,0.04545454545454545,0.09090909090909093,0.13636363636363635,0.5555555555555556,0.8181818181818182,0.5,0.8181818181818182,0.5,1,0.8571428571428571,1,1,1,1,0.09090909090909093,0.5454545454545454,0.1,0.03636363636363636,1,0.17272727272727273,0,0.8789603506805597,-0.30664293141582566,0.15785362726972826,-0.1669122994731393,0.07209824699464645,0.10790426218856483,0.04557167920382016,0.08073736563243805,0.10502422232419091,-0.06696092094611143,-0.07965566859844624,0.07224757503168969,-0.06495974386429497,-0.06437214930952175,7.085073330073827e-4,0.08753512896196865,-0.04730394576634664,-0.02752617340700665,0.05299086096024641,-0.02405597929551028,0.05474421650293032,0.013869671956106895,-0.015856787492409447,0.02790484013627533,3,0
Letters-to-numbers problems (cryptography),0,0.34782608695652173,0.13043478260869565,0.04347826086956521,0.17391304347826086,0.13043478260869565,0.2857142857142857,0.8695652173913043,0.7391304347826086,0.9565217391304348,0.6521739130434783,1,0.9565217391304348,0.9565217391304348,0.8695652173913043,0.9130434782608696,1,0.13043478260869565,0.5909090909090909,0.21739130434782608,0.0391304347826087,0.9739130434782608,0.2391304347826087,0,0.9219152973854077,-0.09598730602145183,0.0947373050475844,-0.025726033787108055,0.007631489846512379,0.011767383003411177,-0.1200330588627478,0.18060185117061286,-0.0848039881910759,0.15953624631052404,0.006808859292467048,-0.11910958628290458,0.04959031799586373,-0.023440672894880936,-0.15950565586434,0.12507090137400795,0.01236337836838361,0.066740074611095,0.054948284594433794,-0.024170370169310167,0.05689902601848343,0.022623765360973543,0.022687730166206444,0.023152558727434516,3,0
Architectural design task,0.04166666666666666,0.4583333333333333,0.16666666666666666,0.20833333333333337,0.125,0.3333333333333333,0.391304347826087,0.6666666666666666,0.375,0.4166666666666667,0.125,0.9166666666666666,0.6666666666666666,0.9583333333333334,0.782608695652174,0.782608695652174,0.875,0.9583333333333334,0.7083333333333334,0.08333333333333333,0.14583333333333334,0.7208333333333333,0.5708333333333333,0,-0.03021374739906582,-0.05175205593491547,-0.253229485601317,-0.4060241735256117,-0.6167585659779681,0.0031690021790424135,0.09227704358237754,0.004324943008621386,-0.135117328622002,-0.12118522350117025,-0.11963390548963547,0.12632556793912506,0.027168762888028643,0.018278321214825345,-0.04698717622169846,-0.05546023301530832,-3.7198661878222504e-4,0.06908786755698174,-0.09652667557886285,0.008130679048591367,0.10650985827105663,0.016676776647997334,0.06723796882200811,0.014859381994436193,3,0
Recall word lists,0.04166666666666666,0.04166666666666666,0.04166666666666666,0,0.08333333333333333,0.04347826086956521,0.6818181818181818,0.8333333333333334,0.75,0.875,0.6666666666666666,0.9166666666666666,0.75,0.9583333333333334,0.7727272727272727,0.875,0.9583333333333334,0,0.7083333333333334,0,0.08333333333333334,0.9458333333333332,0.04166666666666667,0,0.8454179080432677,-0.3644179453402725,0.294049167831148,0.17124059934755903,0.21111210615980966,0.18169898571990734,0.14085821743956298,-0.06659734299722697,-0.003743007556039256,0.008517793740677848,-0.008836728073427488,0.05487944163071252,0.04700687610995341,-0.026031138127154324,-0.15916136656728605,0.021674145403785802,-0.13908204221591422,0.01611754013819576,0.017084913963882488,0.03895907047078805,-0.026226719593920724,-0.008335096930827651,-0.024457291616205953,-0.002499919460414808,3,0
Wason's Selection Task,0,0.125,0,0.08333333333333333,0.25,0.8260869565217391,0.18181818181818185,0.04166666666666666,0.9583333333333334,0.9166666666666666,0.7083333333333334,0.9583333333333334,0.875,1,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.5416666666666666,0.6666666666666666,0.2916666666666667,0.05416666666666667,0.9458333333333332,0.16666666666666666,0,0.7895325990238496,0.6387269258084143,-0.5592829334372181,0.13275839143053653,0.10568061809085885,-0.2305350686088593,0.19619471079907558,-0.037330120826968696,0.08687331973025908,-0.043327467461708104,0.15681853518228137,0.2120600266782771,0.021351759988177135,-0.11010609367601268,-0.09718712422986392,-0.01254755630803887,-0.0794570410341582,-0.06173536074064137,-0.0855335424437621,-0.018744229745446865,0.009941714394970536,-0.0051743470808136675,-0.01990909287367734,0.0018834346208689867,3,0
Summarize Discussion,0,0.125,0.5,0.875,0.08333333333333333,0,0.2916666666666667,0.20833333333333337,0,0,0.04166666666666666,0,0,0.5652173913043478,0.09523809523809525,0.04545454545454545,0,0.75,0.7083333333333334,0,0.08750000000000001,0.10416666666666669,0.6125,0,-1.7793532055989894,-0.744011338387742,-0.7753626583780016,0.31832202247701236,-0.08210277231677894,0.3079550108921268,0.09890373251201241,-0.046606153155005645,0.06731910308506954,0.03236928619162199,-0.014584240346807081,-0.14394219885400905,0.11027304123796304,-0.13129188995340518,0.07519190058833883,0.037262686077596044,-0.011989516743711997,-0.09091961812476183,0.06429557648888098,-0.03425748998516778,0.03710872909602915,-0.010087347663670448,0.07411072554953291,-0.018780646807119876,2,1
Divergent Association Task,0,0.125,0.7916666666666666,0.04166666666666666,0.20833333333333337,0.08695652173913043,0.2272727272727273,0.5833333333333334,0.3333333333333333,0.20833333333333337,0.20833333333333337,0.6666666666666666,0.4583333333333333,0.7391304347826086,0.5217391304347826,0.5652173913043478,0.375,0.20833333333333337,1,0,0.0375,0.4666666666666667,0.7583333333333333,0,-0.4837942067239759,-0.7082091243432667,-0.3333733127453137,0.03651375740439437,-0.08265991325255118,-0.04378392604615593,-0.6308411149404594,-0.15225122630624616,0.028789507960872374,0.029769931736360375,0.07970823325970643,0.214115368699915,0.27647435274724574,0.18731729128931823,-0.040360095634409794,-0.07128270250574308,-0.01382402497933212,-0.16449537936503061,0.04311529643934848,-0.053482589388384585,-0.044055971551315756,0.06313809317786823,-0.005321020094552219,0.020785810404905982,2,1
Crisis mapping,0.04166666666666666,0.20833333333333337,0.04166666666666666,0.125,0.08333333333333333,0.08333333333333333,0.875,0.6666666666666666,0.8333333333333334,0.9583333333333334,0.375,0.9583333333333334,0.6666666666666666,0.9166666666666666,0.75,0.9166666666666666,0.9583333333333334,0.4166666666666667,1,0.04166666666666666,0.1375,0.8625,0.19166666666666665,0,0.6299607317416214,-0.10763578357596956,0.20380719281183693,0.13735093646931024,-0.2212862499732598,0.38224276414134684,0.20544593072745054,-0.30640920250041276,-0.1704760923482116,-0.013358582367423443,0.09889468241265227,0.16215596113305264,0.02089310045375498,-0.020212463568663266,-0.039156774916833274,-0.12417952701124067,-0.2113421762569161,0.048300485263228915,0.04867964090803488,-0.008350923030500638,-0.06744652815571986,0.04626855654776219,0.013620713036856257,-0.026691823852123226,3,0
9 Dot Problem,0.04166666666666666,0.16666666666666666,0.13043478260869565,0,0.25,0.9166666666666666,0,0.125,1,1,0.875,1,0.7916666666666666,0.9583333333333334,1,1,1,0.08333333333333333,0.16666666666666666,0.9583333333333334,0.10416666666666669,0.9708333333333332,0.5958333333333333,0,1.0530747676635448,0.5600081172094917,-0.8724480043921338,-0.18366847673633357,0.6287317148301976,-0.3590141957810423,-0.23564052238154704,0.2332954790844017,-0.2828355884671974,-0.02887455718566858,0.3163363673287888,-0.1336158813260971,-0.025613441589191308,-0.1735034757633481,0.19370560236502574,0.08239741932119009,-0.06794107150959823,0.042939705662016436,-0.16310130360713462,-0.012803879048219767,0.05615060900770408,-2.381051309679541e-4,-0.015822678992937465,-0.007363835172117911,3,0
The Fish game,0.08333333333333333,0.16666666666666666,0.04166666666666666,0,0.4782608695652174,0.04166666666666666,0.18181818181818185,1,0.125,0.3333333333333333,0.20833333333333337,0.7916666666666666,0.625,0.6956521739130435,0.43478260869565216,0.6521739130434783,0.75,0.9166666666666666,0.875,0.08333333333333333,0.20416666666666664,0.7375,0.22083333333333333,0,-0.2741843233525565,-0.37437028038077236,0.24637583377037445,0.020307319797857507,-0.6281633038153188,-0.4883443524732696,0.0800608710685731,0.027532874450905985,0.00670425779798027,-0.15996160596837963,-0.1427909282683574,-0.14068212591240534,0.025775120821225354,-0.11088453660156912,-0.0364418305168899,-0.03954666864581673,0.044062776999068826,0.10146864904096461,-0.10155981019573451,0.045362281587530896,-0.04099338530192307,0.06015421309162426,0.005314155757832913,-0.03968302115304597,1,1
Advertisement writing,0,0.20833333333333337,0.5416666666666666,0.2916666666666667,0,0.16666666666666666,0.25,0.20833333333333337,0.08333333333333333,0,0.08333333333333333,0.17391304347826086,0,0.8695652173913043,0.125,0.25,0,0.7083333333333334,0.6956521739130435,0,0.08750000000000001,0.12083333333333332,0.9416666666666668,0,-1.5079274047824818,-0.756131005408066,-0.8458013448869837,0.058805812976251134,-0.05507771746340833,0.09775730016020154,-0.13692703214096114,0.06815753851272782,-0.13415401805860883,-0.09582627051927296,0.18485984631809185,0.2305936110675339,0.11883218002848026,0.0745450483618799,-0.10713369036197559,-0.1522787709729907,-0.056734044402531617,0.06325755323273907,-0.039682678871015654,-0.09742832148443459,0.02653697142727725,-0.023513030022371866,-0.07002318889179061,-0.011122802773839082,2,1
Hidden figures in a picture (Recall Task),0,0.08333333333333333,0.04166666666666666,0,0.08333333333333333,0,0.9130434782608696,0.75,0.5,0.9583333333333334,0.4166666666666667,0.9166666666666666,0.6666666666666666,0.9583333333333334,1,0.9583333333333334,0.9583333333333334,0,0.5833333333333334,0.04347826086956521,0.05833333333333333,0.95,0.09583333333333334,0,0.8339637753979563,-0.4649595327061834,0.29021234982876154,-0.08862868559323599,0.16143371372470686,0.32548480667290525,0.20301112638267965,-0.12326602013900712,0.002293307741370279,-0.08957636227044705,0.068716549467097085,0.16101057929848833,-0.21435621031960536,-0.07265859362686404,0.05760390294595686,0.07452723655592153,-0.06245721305667064,-0.019580321215939056,0.1462785178524155,-0.028856033776765704,-0.0028702259728276107,4.331938361549839e-4,-0.015852769094782632,0.0010025814979853936,3,0
Computer maze,0.07692307692307693,0.07692307692307693,0.03846153846153846,0,0.19230769230769232,0.07692307692307693,0.20833333333333337,0.8076923076923077,0.6153846153846154,0.8461538461538461,0.5384615384615384,1,0.8846153846153846,0.8846153846153846,0.9615384615384616,1,1,0.2692307692307692,0.8076923076923077,0.15384615384615383,0.3,0.9384615384615383,0.18461538461538465,0,0.8093094537110818,-0.11294993349284314,0.2016834878131197,0.09880759630909985,-0.13155629086706463,-0.1316942124945566,-0.0023435870791282676,0.16959268188675955,0.013119782551790912,-0.07773405064701042,-0.02867040552799705,-0.024561518610089043,0.12411285431359126,0.08575544280841975,0.0884399322629551,-0.0146869034869931,0.0023436738440918907,-0.0834333951306481,0.014685292313861616,-0.07344323767791404,0.047698523313325844,0.0331456964992093,0.06395909735597001,-0.09943021039084138,3,0
Splitting a deck of cards,0,0,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.2272727272727273,0.04545454545454545,0.8181818181818182,0.6818181818181818,0.9090909090909092,0.4545454545454546,1,0.8181818181818182,0.9545454545454546,0.8181818181818182,1,1,0.3636363636363637,0.5454545454545454,0.6363636363636364,0.03636363636363637,0.9409090909090908,0.33181818181818185,0,0.7815734538671192,0.041370240753694,-0.1061096872900078,-0.02125441315878808,-0.025553204463790974,-0.13773629797837994,-0.20437474853130128,0.4351257976531124,-0.14931009435388848,-0.12977059461713428,-0.062065107841236776,-0.19668482106508509,-0.05109054807051022,-0.22566719304800006,0.1366214452536785,-0.15656667666620916,-0.12743957540184386,0.02936041707314226,-0.0012638333967667364,0.01628999202969731,-0.04015552446430533,0.07095584603032445,-0.01564801242920477,0.010380664840557796,3,0
Object based generalization for reasoning (Phyre),0.04545454545454545,0.13636363636363635,0.13636363636363635,0,0,0.04545454545454545,0.4090909090909091,0.9090909090909092,0.5909090909090909,0.6818181818181818,0.09090909090909093,0.9545454545454546,0.3636363636363637,0.9545454545454546,0.9545454545454546,1,0.9047619047619048,0.3181818181818182,0.3636363636363637,0.2272727272727273,0.10454545454545457,0.8454545454545455,0.7318181818181818,0,0.43721900280849924,-0.40142467892091616,-0.09424474796598759,-0.3887478425923794,-0.05443555558205739,0.20946532322056613,-0.19761081973585592,0.16760800530248163,-0.32259131155744064,-0.30518904654764867,-0.10087542987539376,-0.09105622661880802,-0.276690354445421,0.20455861498114664,0.12993973172150863,-0.24877373563572847,-0.006685859520868961,0.02251541648250835,-0.0525811081495911,-0.06315542945045408,0.0384124162471043,-0.062224586541749026,-0.07035104925100978,0.016308304450785037,3,0
Ravens Matrices,0,0,0,0.09090909090909093,0.18181818181818185,0.5,0.2,0.3636363636363637,0.7727272727272727,0.9545454545454546,0.7727272727272727,0.9545454545454546,0.8181818181818182,0.9545454545454546,0.9545454545454546,0.9545454545454546,1,0.18181818181818185,0.7727272727272727,0.5,0.03636363636363637,0.9545454545454546,0.23636363636363636,0,0.8941123470271769,0.27394939607187097,-0.26999097392460447,0.21704121270767218,0.21285413036607334,-0.15341706964834056,-0.06209326816846181,0.11432931218077955,-0.00521350652992746,-0.11412197181252082,0.1311724766437605,0.07354029401833637,0.053650089892021885,-0.1634447615592977,0.11763160196766093,0.1051937386994613,-0.20676223853394535,-0.05016474871677821,0.0026070803253703603,-0.014619922046465323,0.06282589961095557,0.015099006165153977,0.02058548734276104,0.022571705642621582,3,0
Trivia Multiple Choice Quiz,0,0,0.04166666666666666,0.04166666666666666,0.2916666666666667,0.16666666666666666,0.35,0.8333333333333334,0.4583333333333333,0.7083333333333334,0.7083333333333334,1,0.5416666666666666,0.5217391304347826,0.6666666666666666,0.8260869565217391,0.9583333333333334,0.125,0.9565217391304348,0,0.07083333333333333,0.9375,0.09583333333333334,0,0.5094605795173868,-0.29119693214399983,0.2791179502062172,0.429438940165105,0.05008508178138146,-0.17170104666538383,-0.10551963222586701,-0.21919180590051715,0.02484619999512029,-0.13721552984623825,-0.23521061373542687,0.02453771475239195,0.04692547226683414,-0.045368245861123965,0.048057698065562836,0.2135848194164089,0.02310184500201681,0.07238936076197619,-0.10893910486050154,-0.009965305724215357,-0.009468983020230509,0.015583852960874174,-6.326302939865412e-4,-0.003510058741455912,3,0
Railroad Route Construction game (Impossible Version),0.03846153846153846,0.38461538461538464,0.15384615384615383,0.07692307692307693,0.25,0.7692307692307693,0.2608695652173913,0.38461538461538464,0.6923076923076923,0,0.2352941176470588,0.4545454545454546,0.24,0.04166666666666666,0.6190476190476191,0,0.20833333333333337,0.48,0.5384615384615384,0.28,0.1153846153846154,0.7038461538461539,0.4692307692307692,0,-0.7498721659750031,-0.20893878289348308,-0.7419545693163523,0.08320955511725253,0.3126553636230932,-0.5911952906030516,0.06374683326199972,-0.5489377548748086,-0.6038880492145141,0.24820218768595798,-0.4073196871897255,-0.06353328224684147,-0.0733402383960289,-0.03667796917075184,-0.04287217285462772,0.05984298798701503,0.055226231110291846,-0.2839874298210169,0.09736706073677867,0.05194995899638397,0.09557075228637932,-0.01781621866536677,-0.08016184581753522,-0.03424284046679059,2,1
Desert survival,0,0.2916666666666667,0.20833333333333337,0.4166666666666667,0.20833333333333337,0.04166666666666666,0.16666666666666666,0.25,0.7083333333333334,0.9583333333333334,0.4166666666666667,0.875,0.16666666666666666,0.875,0.5833333333333334,0.7083333333333334,0.9166666666666666,0.6666666666666666,1,0,0.04583333333333334,0.7083333333333334,0.425,0,0.008594090261619655,0.1660230392300525,-0.2764119074084956,0.5268762642152299,-0.33735301825983743,0.39830856231182404,-0.08914079835154921,-0.05074863752616967,-0.1138588187356792,-0.1917709294055151,0.1965821251226608,0.02151185259586042,-0.0737337081188457,0.1696937225096439,-0.004091062538489079,0.02806761754041778,0.13271523805504742,0.09178679044058811,-0.08886195657513582,0.10923905073942695,0.018201108042523544,-0.04835660395472014,-0.007912666916698702,0.00927476597383254,3,0
Putting food into categories,0,0.08,1,0.12,0.32,0.08,0.56,1,0,0.04,0,0.5416666666666666,0.24,0.9166666666666666,0.4583333333333333,0.34782608695652173,0.32,0.16,0.4,0.04166666666666666,0.052,0.304,0.952,0,-0.8252435504439435,-1.2273232575224218,-0.33110216825546235,-0.5862190180164417,0.1302447799376283,0.08892631934882492,-0.6218711734217721,-0.1802640100084251,0.015330071645482654,-0.18284578650706557,0.11053309712798069,-0.10301229656301789,0.14409640985096012,0.0194841306524062,-0.1486666105799029,-0.10991375969721641,0.10685784201078849,-0.007326976759399057,0.06030097950289053,0.07316516817445023,0.01574641588329236,0.030990139969054704,0.06464064799993588,0.016656337198698395,2,1
Wildcat Wells,0.125,0.16666666666666666,0.04166666666666666,0,0.3333333333333333,0.04347826086956521,0.4,0.9166666666666666,0.125,0.43478260869565216,0.4782608695652174,0.7391304347826086,0.5,0.6521739130434783,0.5833333333333334,0.6956521739130435,0.7916666666666666,0.17391304347826086,0.7083333333333334,0.08333333333333333,0.19166666666666668,0.7916666666666666,0.2125,0,0.06438594560927391,-0.6389298057103756,0.2327428533792357,0.06927932101432542,0.006200633747098783,-0.28036613274653177,0.04362243921571793,-0.03398117440866231,-0.03589239287954729,-0.10225605219924702,-0.12227790599881982,-0.06108513066125385,0.022399391612845012,0.004098629779211731,0.10659166880122878,0.25550379358132924,0.023922301378341525,0.13912508026001658,-0.020618246582558855,0.01773523965205128,-0.014287064619704224,-0.02734104010763066,0.0017907731276082355,-0.010062162883001862,3,0
