user_id,duration,task_id,task_reference,source,materials,instructions,solution,criteria,images_required,cooperation_requirements,decision_verifiability,difficulty,goal_clarity,goal_path_multiplicity,intellectual_manipulative_requirements,intrinsic_interest,operational_requirements,population_familiarity,solution_multiplicity,cooperation_requirements_q,decision_verifiability_q,difficulty_q,goal_clarity_q,goal_path_multiplicity_q,intellectual_manipulative_requirements_q,intrinsic_interest_q,operational_requirements_q,population_familiarity_q,solution_multiplicity_q
R_1LzB0NWDQXbfZzX,5741,82,"Shaw 1963, p. 107","Gaier & Bass, 1955.","Pencils, List of cities to be ranked:","""Your task will be to rank the cities listed on the problem sheet according to their population as indicated by the 1960 census. That is, assign a rank of 1 to the city which has the largest population, a rank of 2 to the city which has the next largest population, etc. Are there any questions about this procedure? (Make sure task is understood by everyone.) You will be given 10 minutes to discuss the problems and arrive at a group ranking.""",Table,Correlation of group ranking with true ranking; time.,TRUE,2.88,7.32,2.44,7.3,1.86,6.81,2.28,1.19,3.77,0.88,2.46,0.86,3.43,1.18,2.7,1.64,2.9,1.73,3.73,1.7
R_1LzB0NWDQXbfZzX,5741,84,"Shaw 1963, p. 109","Gaier & Bass, 1955.",Pencils. List of cities to be ranked:,"""Your task will be to rank the cities listed on the problem sheet according to their population as indicated by the 1960 census. That is, assign a rank of 1 to the city with has the largest population, a rank of 2 to the city which has the next largest population, etc. Are there any questions about this procedure? (Make sure task is understood by everyone.) You will be given 10 minutes to discuss the problem and arrive at a group ranking.",Just a table,Correlation of group ranking with true ranking; time.,TRUE,2.88,7.32,2.5,7.32,1.95,6.81,2.28,1.19,3.75,0.88,2.46,0.86,3.43,0.88,2.73,1.64,2.9,1.79,3.87,1.58
R_1LzB0NWDQXbfZzX,5741,85,"Shaw 1963, p. 110","Bass, 1958.","An adequate supply of rating sheets with the following information:
Words Rank
Uncle
Kennel
Effort
Money
Village","""Your task is to rank the words on your problem sheet in order of familiarity. Give a rank of 1 to the word that you think is most familiar to persons in this country  (i.e., most common), a rank of 2 to the word that is next most familiar, etc. First, each of you will rank the words individually. then you will work together as a group and arrive at a group ranking of the words. Work as quickly and as accurately as you can.""","Words          True Rank
Money           1
Uncle            2
Effort             3
Village          4
Kennel          5",Difference between the correlation of the average individual rank with true ranks and the correlation of group ranking with true ranks. Time required for group ranking.,FALSE,3.15,6.29,1.89,7.21,1.83,6.95,2.35,1.45,2.86,0.98,2.57,3.15,2.94,1.7,2.8,1.8,3.02,2.07,3.58,2
R_1LzB0NWDQXbfZzX,5741,87,"Shaw 1963, p. 112","Bass, 1958",An adequate supply of ranking sheets with the following information:,"""Your task is to rank the words on your problem sheet in order of familiarity. Give a rank of 1 to the word that you think is most familiar to persons in this country (i.e., the most common), a rank of 2 to the next most familiar word, etc. First, each of you will rank the words individually, then you will work together as a group to arrive at a group ranking of the words. Work as quickly and as accurately as you can.:",It was a table,Difference between the average correlation of individual rankings with true ranks and the correlation of the group ranking with true ranks. Time required for group ranking.,TRUE,3.06,6.29,2.1,7.18,1.75,6.85,2.35,1.39,3.08,1.04,2.71,3.15,2.84,1.72,2.8,1.85,3.02,2.1,3.64,1.47
R_1LzB0NWDQXbfZzX,5741,91,"Shaw 1963, p. 117","Shaw, 1959.","A diagram like the one shown below (left) which can be displayed before the group, and a similar diagram (shown below, right) with target values written in for use by experimenter in reporting scores to group.","(The diagram shown above, left, is show to the group.) ""This is a kind of search task. On each trail, you will choose one of the coordinates on this chart, e.g., D-5, E-10, etc. For each problem, i will have a chart with concentric, irregular lines drawn on it, like this (a diagram similar to the one shown above, right is displayed to the group), the value of your decision will be determined by the value of this diagram. For example, if you choose D-3, this coordinate is outside the largest circle and has a value of zero; if you choose a coordinate between the largest and next largest circle, you get a value of 5, etc. The object is to earn as high a score as possible on the 10 trials allowed on each problem. After each decision, I will tell you the score you have earned according to my diagram. At first, of course, you will have no basis for making a choice. However,  after a few trials, you should begin to learn something about the diagram that I have, and thus be able to make more intelligent decisions.
The decision must be a group decision. You will be allowed three minutes for discussion in making each decision. If you wish you may choose the same coordinate on successive trails. You may also mark your decision and their value on the diagram, if you wish.""","The highest possible score would of course by 200, where the group chooses the central coordinate on all 10 Trials.",Total score on 10 trials; number of trails to discover coordinate having highest value.,TRUE,3.64,6.94,3.24,5.38,3.58,6.21,3.38,2.5,1.79,3.46,2.73,2.43,2.76,3.47,3.39,2.62,3.62,2.17,2.52,2.92
R_1NfnYfsvO6m8Hux,2982,10,"Shaw 1963, p. 38",(Old parlor game) ,"Paper and pencils. Copy of the following statement:
""Suppose that there are two chains made up from links of equal
size and made of metal½ inch in diameter. One chain is 16 inches
long and the other 6 inches long. There are 6 more links in the
longer chain than in the shorter one. How many links are there in
each chain?""","""Your task is to discuss the problem you have
been given and to arrive at a group solution. When you have reached
a decision, write your solution on the paper provided and hand it
to me.""","The longer chain had 9 links and the shorter one 3.
(Length of any chain having equal size links may be found by multiplying the inside diameter of each link by the number of links
and adding the product to twice the diameter of the metal used to
make the links.) ",Time; pass/fail. ,FALSE,1.95,7.28,4.77,5.5,1.75,6.72,2.5,3.59,3.39,0.56,2.21,1.34,2.59,3.06,2.17,1.54,2.4,2.42,2.76,0.56
R_1NfnYfsvO6m8Hux,2982,17,"Shaw 1963, p. 43",(old parlor game) ,"Paper and pencils. Copy of the following problem statement:
""A man took a bottle containing a pint of wine, filled a glass from it and emptied the glass of wine into a pint of water. Then he filled the glass with jug, and poured it back into the wine bottle. Did he take more wine from the bottle than water from the jug, or more water from the jug than wine from the bottle?'' ","""This is a group situation. Discuss the information you have been given and work together on the task toward a group solution. Arrive at a decision as soon as possible and let me know when a decision acceptable to the group has been reached.'' ","He did neither. Exactly as much wine was taken from the bottle as water from the jug. (Assume the glass held ¼ pint. After the first manipulation, the bottle held 3/4 pint of wine, the jug ¼ pint of wine and 1 pint water. When the glass
was filled from the jug, it held 1 part wine and 4 parts water, or
1/5 pint of wine and 4/5 pint of water. Thus, 4/5 pint of wine was
left in the jug, and 4/5 pint of water was added to the bottle of
wine.) ",Time; pass/fail. ,TRUE,2.29,7.23,5.04,4.7,1.96,7.06,3.31,3.41,3.77,0.7,2.28,1.64,2.09,4.03,2.41,2.08,3.05,2.36,2.51,0.86
R_1NfnYfsvO6m8Hux,2982,20,"Shaw 1963, p. 46",(old parlor game) ,"Copy of problem statement:
""A lady was once seated in the family room watching TV when
her son entered the room. Upon receiving the parental command,
""Go away: my son; :and do not disturb me!"", the son replied, ""I
am your son, but you are not my mother and until you have shown me
how this can be, I shall not leave.
How do you explain the son's statement? ","""Your task, working as a group, is to arrive at
a solution to the assigned problem.""","The boy's father was also in the room; the parental
command came from him. ",Time; success/failure; number of communications. ,FALSE,1.5,5.9,3.06,3.75,1.75,7.43,4.36,1.68,3.7,0.84,2.09,3.04,3.71,5.25,3.27,0.56,3.17,2.01,3,1.6
R_1NfnYfsvO6m8Hux,2982,21,"Shaw 1963, p. 46",(old parlor game) ,"11 pennies (or tokens). Coins are placed on table before group members, who are instructed as follows: ","""Your task, working as a group, is to determine how it is possible to remove five coins from the 11 on the table before you, add four coins, and leave nine coins."" ","Remove five coins from the 11 on the table, then add four to those that were removed, making 9 left - in the group of removed coins. ",Time; correct/incorrect. ,FALSE,1.61,7.3,2.58,4.69,1.06,4.61,3.35,1.54,3.77,0.64,2.16,1.48,2.86,3.63,2.08,2.72,2.38,2,2.79,0.66
R_1NfnYfsvO6m8Hux,2982,36,"Shaw 1963, p. 62","Marquart, 1955. ","Paper and pencils• Copy of problem statement:
""A milkman has a 14 quart can full of milk. He wishes to divide
the milk into two equal portions. In addition to the 14 quart
measure he has a 5 quart measure and.a 9 quart measure. How does
he make the division without any waste, using the three measures
only, and not guessing at the amounts?","""This is a group task. Work on the problem cooperatively and try to arrive at a group solution. When you have a solution that is acceptable to the group, please let me know."" ",Numbers refer to the measures that the milkman has available. Each step represents a single transfer of milk from one measure to another. ,Number of transfers; time. ,FALSE,2.61,6.86,5.83,5.25,3.06,6.42,3.04,4.04,3.5,1.58,2.23,1.86,2.1,4.04,2.89,2.76,2.84,1.98,2.8,4.83
R_1NfnYfsvO6m8Hux,2982,53,"Shaw 1963, p. 77",F. E. Fiedler & L. Szalay (personal communication from J.E. McGrath) ,"Pencils. One sheet of paper for each s with problem
statement, ""During the years previous to the Chinese-Japanese war,
2,500 Japanese soldier □ died yearly in military maneuvers which were
purposely designed to be hard and dangerous in order to approach
war conditions. In the war that followed, the Japanese had eleven
times fewer casualities than the Chinese. After the war, Japanese
military authorities, referring to these facts and to an alleged
saving of 3,000,000 lives, proposed an even harder and more dangerous
military training."" This sheet should also provide spaces for 10
pro and 10 con arguments.
One sheet of paper with the above material to be used for group
arguments.
One copy of the following instructions for each S; ","""In the following task you will be given a controversial theme. Consider the theme carefully and then indicate a ""yes"" or ""no"" position. You then must give as many consistent pro and contra arguments for the theme as you can think of. The problem has military, political, social, moral, and psychological aspects. Formulate briefly as many arguments as you can.
Each numbered line is for a single argument. The number and quality
of the arguments produced will serve as a basis for the evaluation
of your performance. Arguments must be relevant to the outlined
problem.
You have a total of 10 minutes to construct all your arguments,
both pro and con.
Step 1: For half of this time (5 minutes) each of you has to
work alone, and produce individually as many arguments as you can.
Step 2: For the second 5 minutes the group will work together
to produce more new solutions. For this purpose you will be given
a separate Group Sheet. Only arguments which did not occur on the
individual sheets should be included on this Group- Sheet."" ",Variable.,Number of arguments produced as a group (last 5 minutes); quality of arguments produced as a group (last 5 minutes); total number of arguments produced; and overall quality of arguments produced. ,FALSE,4.28,1.5,5.19,4.32,7.06,7.02,5.23,5.5,4.07,7.36,2.74,1.85,3.93,3.47,2.34,2.54,2.09,2.51,2.95,0.66
R_1NfnYfsvO6m8Hux,2982,60,"Shaw 1963, p. 84","Cohen, Whitmyre, & Funk, 1960. ",Pencils and paper; copy of the following instructions:,"""This is a study of group creativity. As a group, consider the practical benefits and/or difficulties that would arise if everyone born after 19_ (enter appropriate date)had an extra thumb on each hand. Discuss this among yourselves
and prepare a group list of benefits and a list of difficulties
that you foresee as a consequence of the extra thumb. You will
have 15 minutes to complete the task."" ",Appropriate lists ,Number of benefits and difficulties listed; judged quality of items listed.,FALSE,3.12,2.03,2.95,5.08,6.79,7.09,5.37,3.5,2.9,6.97,2.33,2.03,3.31,3.98,1.83,1.48,3.61,4.55,3.45,1.34
R_1NfnYfsvO6m8Hux,2982,61,"Shaw 1963, p. 85","Blake, Mouton & Fruchter, 1954.",Paper and pencils.,"""Your task is to discuss the question, 'Should college grades be abolished?'; to come to an agreement regarding the answer to this question; and to write a brief report concerning the agreement reached. You will have 15 minutes to complete the task."" ",Variable,"Quality of written report as judged by ""experts.""

",TRUE,3.86,0.77,3.75,4.81,7.18,7.18,6.14,4.75,5.45,7.28,2.51,1.42,4.33,4.41,3.06,1.86,2.16,3.66,3.56,1.24
R_1NfnYfsvO6m8Hux,2982,87,"Shaw 1963, p. 112","Bass, 1958. ","An adequate supply of ranking sheets with the following information:
Words
Leader Rank
Zebra
Income
Youngster
Region
 ","""Your task is to rank the words on your problem sheet in order of familiarity. Give a rank of 1 to the word that you think is most familiar to persons in this country (i.e.,
the most common) a rank of 2 to the next most familiar word, etc.
First, each of y~u will rank the words individually, then you will work together as a group to arrive at a group ranking of the words. Work as quickly and as accurately as you can."" ","Words
Leader
Income
Youngster
Region
Zebra
True Rank
1
2
3
4
5",Difference between the average correlation of individual rankings with true ranks and the correlation of the group ranking with true ranks. Time required for group ranking. ,TRUE,3.06,6.29,2.1,7.18,1.75,6.85,2.35,1.39,3.08,1.04,2.71,3.15,2.84,1.72,2.8,1.85,3.02,2.1,3.64,1.47
R_1NfnYfsvO6m8Hux,2982,91,"Shaw 1963, p. 117","Shaw, 1959.","A diagram like the one shown below (left) which can be displayed before the group, and a similar diagram (shown below, right) with target values written in for use by experimenter in reporting scores to group. ","(The diagram shown above, left, is shown to the group.) ""This is a kind of search task. On each trial, you will choose one of the coordinates on this chart, e.g., D-5, E-10, etc. For each problem, I will have a chart with concentric, irregular lines drawn on it, like this (a diagram similar to the one shown above, right, is displayed to the group). The value of your decision will be determined by the value of this diagram.
For example, if you choose D-3, this coordinate is outside the largest circle and has a value of zero; if you choose a coordinate between the largest and next largest circle you get a value of 5, etc. The object is to earn as high a score'as possible on the 10 trials allowed on each problem. After each decision, I will tell
you the score you have earned according to my diagram. At first, of course: you will have no basis for making a choice. However, after a few trials, you should begin to learn something about the diagram that I have, and thus be able to make more intelligent decisions. The decision must be a group decision. You will be allowed three minutes for discussion in making each decision. If you wish
you may choose the same coordinate on successive trials. You may also mark your decisions and their value on the diagram, if you wish."" ","The highest possible score would of course by 200, where the group chooses the central coordinate on all 10 trials. 
",Total score on 10 trials; number of trials to discover coordinate having highest value. ,TRUE,3.64,6.94,3.25,5.38,3.58,6.21,3.38,2.5,1.79,3.46,2.73,2.43,2.76,3.47,3.39,2.62,3.62,2.17,2.52,2.92
R_1ooFYiQpf9FGZNq,7787,103,"Shaw 1963, p. 132","Goldberg, 1955. (Cf. Exline & Ziller, 1959)","Slide projector and screen; 10 slides having the following numbers of black dots on a white ground: 692, 292, 300, 1190, 2223, 445, 876, 168, 1326, and 745.","""We are interested in determining how accurately a group of individuals can estimate the number of items displayed upon a homogeneous field. On each trial, a slide having a large number of dots on it will be projected on the screen. The exposure time (5 sec.) will be too brief for you to count the dots, but you should be able to get a general impression of the number of dots on any given slide. When I say, ""Ready"", look at the screen. After the slide has been exposed, you will have three minutes to discuss and to decide among yourselves how many dots there were. When you have decided, give me the group estimate and we will go on to the next slide. Your score will be determined by the degree to which your estimate approximates the actual number of dots on each slide."" ",Correct estimate of number of dots.,"Mean error (number of dots minus number estimated, without regard to direction); mean time per decision.",FALSE,2.65,7.09,2.94,7.18,2.69,6.5,2.21,0.91,2.15,1.42,3.07,5.68,2.53,3.04,3.43,3.38,3.14,2.68,2.52,2.15
R_1ooFYiQpf9FGZNq,7787,1,"Shaw 1963, p. 30",(old parlor game),"Paper and pencils. Copy of the following statement of the problem:
Farmer Jones sent his son to market with a number of chickens, telling him that he might sell any or all of them as he thought best. When the son returned he reported to this father as follows, ""First, I sold Mr. Smith half of the chickens and 7/2 more; then I sold Mr. Wilson a third of what remained and 1/3 of a chicken more; next I sold Mr. Thomas 1/4 of what remained and 3/4 of a chicken more; finally, I sold Mr. Norton exactly 1/5 of what I had left and gave him 1/5 of a chicken for his wife. I brought back 19 that I was unable to sell."" How many chickens did Farmer Jones send to market?","""Your task is to discuss the problem and arrive at a group decision regarding to the correct solution.""","Farmer Jones sent 101 chickens to market. (Mr. Smith bought half and 1/2 more, or 50 1/2 + 1/2 = 51; Mr. Wilson bought 16 2/3 + 1/3 = 17; Mr. Thomas bought 8 1/4 + 3/4 =9; Mr. Norton bought 4 4/5 + 1/5 = 5; leaving 19 which were returned home.)",Time; correct/incorrect,FALSE,2.23,7.37,5.21,6.78,1.9,7.02,2.94,3.61,4.21,0.56,2.65,0.62,2.58,2.43,1.64,2.26,3.48,2.13,3.23,0.56
R_1ooFYiQpf9FGZNq,7787,19,"Shaw 1963, p. 45",(old parlor game),"Copy of the following statement: 
""A man reported that in his travels over the United States he found a mountain with such strange characteristics that a glass would hold less water on top of the mountain than in the valley below. What mountain has this strange characteristic?""","""Your task is to discuss the problem you have been given and arrive at a group decision regarding the question posed in the problem statement.""","Any mountain one cares to name. (The surface of any liquid is always spherical, and the greater any sphere is the less its convexity. Therefore, the top of any vessel will form the base of a greater sphere at the top of a mountain that at the bottom. This sphere, being greater, must be more convex; in other words, the spherical surface of the water must be less above the brim of the glass, and so will hold less water at the top of a mountain than at the bottom.)",Time; pass/fail.,FALSE,1.61,6.62,3.17,4.25,2.28,7.42,2.78,1.94,2.32,2.08,1.84,2.18,4.42,4.65,3.32,0.6,3.36,2.67,3.1,5.3
R_1ooFYiQpf9FGZNq,7787,22,"Shaw 1963, p. 47",(old parlor game),"Paper and pencils. Copy of the following statement of the problem:
""A certain man noticed that his bedroom had a square window that measured (on the inside) one foot every way, and was divided into four sections measuring 6 inches on every side. (He ignored the width of the bars separating sections.) Then he called in a carpenter and asked him to put in another window also measuring one foot on each side, but divided into 8 sections whose sides are all equal. How can this be done?","""This is a group task. You may discuss the problem among yourselves and attack the problem in any way that you see fit. The problem will be solved when you have a solution that is acceptable to the group.""",N/A,Time; pass/fail,TRUE,2.15,7.32,4.59,3.62,2.23,5.44,2.61,3.42,3.59,0.66,2.65,1.14,2.94,3.47,2.6,3.39,2.71,3.44,3.19,0.66
R_1ooFYiQpf9FGZNq,7787,28,"Shaw 1963, p. 53","Shaw & Rothschild, 1956","Paper and pencils. One copy of the following problem statement for each group member:
""Your group must raise money to buy a number of items for prizes for carnival games. You must buy four different items: dolls, flags, canes, and ashtrays. How much money must the group raise to pay for all items?""
One copy of each of the following items: (Items are randomly distributed among group members.)
The group needs 50 dolls.
Dolls cost 20 cents each.
The group needs 75 flags.
Flags cost 10 cents each.
The group needs 100 canes.
Canes cost 15 cents each.
The group needs 100 ashtrays.
Ashtrays cost 10 cents each.","""Your task is to solve the problem you have been given working together as a group. No one of you can solve the problem working alone because no one has all the information needed to solve it. You must, therefore, communicate with each other in order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items of information that you have been given. The object is for every member in the group to learn the answer in the shortest possible time. When you have an answer that you are willing to accept - either your own solution or someone else's - raise your hand and I will collect your solution. The sooner each of you reports a solution, the better will be the group's performance score. Are there any questions?",$42.50,Average of individual time scores; errors (number of incorrect solutions submitted).,FALSE,6.25,7.36,4.15,5.21,2.95,6.35,3.19,3.54,5.64,0.56,1.92,0.66,3.29,3.6,2.81,2.2,2.37,2.7,1.14,0.56
R_1ooFYiQpf9FGZNq,7787,38,"Shaw 1963, p. 64","Shaw, Marjorie E., 1932. (Cf. marquart, 1955)","Paper and pencils. A large card with a diagram of a river. Six disks labelled M1, M2, C1, C2, and RC, respectively.","""Three missionaries (represented by the disks labelled M1, M2, M3) and three cannibals (represented by the disks labelled C1, C2, and RC) are on the A-side of the river on your diagram. Your task is to get them across to the B-side of the river by means of a boat which holds only two persons at one time. All of the missionaries and one cannibal (RC) can row. Never, under any circumstances or at any time, may the missionaries be outnumbered by the cannibals. (Except, of course, when there are no missionaries present.) This is a group task. Work together cooperatively to solve the problem as accurately and as quickly as possible. When you have finished, write out your solution and hand it to me.""","1. M1 and C1 cross
2. M1 returns
3. RC and C2 cross
4. RC returns
5. M1 and M2 cross
6. M1 and C1 return
7. RC and M1 cross
8. M1 and C2 return
9. M1 and M3 cross
10. RC returns
11. RC and C1 cross
12. RC returns
13. RC anc C2 cross
",Number of crossings required; time; correct/ incorrect.,NA,2.35,7.02,5.32,5.54,2.42,5.61,4.5,3.5,3.81,1.21,2.37,3.1,2.9,2.78,2.78,2.55,2.33,1.81,3.38,1.35
R_1ooFYiQpf9FGZNq,7787,41,"Shaw 1963, p. 67",(old parlor game),"Sixteen cards with numbers 1 through 16 printed on them. Cards are arranged as shown below:
1 15 5 12
8 10 4 9
11 6 16 2
14 3 13 7","""In as few a moves as possible, rearrange the cards so that the four rows, the four columns, and the two long diagonals each add up to 34.""","1 11 6 16
8 14 3 9
15 5 12 1
10 4 13 7
or any other arrangement that will meet the conditions.",Number of moves; time.,FALSE,2.07,7.06,4.81,6.06,4.04,4.14,2.64,3.27,2.61,3.95,2.64,3.36,2.97,2.53,2.47,2.26,3.27,2.36,2.76,2.29
R_1ooFYiQpf9FGZNq,7787,45,"Shaw 1963, p. 71",(old parlor game),Twelve cardboard squares and 12 matches (or other tokens). Arrange cardboard squares so that they form a circle on a work table. Put one match on each square.,"""You are to work on this task as a group. Start at any square and always move in one direction around the circle. Take one match, pass it over two other matches, and place it on the next square. Again, take one match, move it over two other matches, and place it on the next square. Continue in this manner until you have two matches on each of 6 squares, with the other squares empty. Only six matches are to be moved. Do this in a few trips around the circle as possible.""","If squares are numbered 1 through 12, and ""1 to 4"" means take the match from Square No. 1 and move it to Square No. 4, then: 1 to 4, 5 to 8, 9 to 12, 3 to 6, 7 to 10, 11 to 2
or
4 to 7, 8 to 11, 12 to 3, 2 to 5, 6 to 9, 10 to 1
Requires 3 revolutions. (It can also be solved in 4 revolutions.)",Time; number of revolutions.,FALSE,2.85,6.19,4.17,3.92,3.31,2.97,2.75,3.53,2.04,2.62,2.65,2.44,3.23,3.14,2.49,2.44,3.33,1.75,1.96,1.33
R_1ooFYiQpf9FGZNq,7787,68,"Shaw 1963, p. 93","Bass, 1960b.","A copy of the following problem statement for each group member:
""Sam, a student in the 8th grade, is, in the words of his principal, ""A bad case who is headed for the juvenile court."" The principal would like to expel Sam, but hesitates to do so because Sam's father is influential in the town. The principal has tried everything with Sam - called him down, pleaded with him, made him sit in the office with his face to the wall, used corporal punishment, called Sam's parents, and placed him on probation. Sam still remains impudent and truant. The principal has written Sam's mother asking her to come to the school to talk over Sam's behavior, but she phoned to say she is too busy and has no time to bother with his school problems. Sam is at present on probation. What should be done with Sam? The following are suggested solutions:
A. Send Sam to a psychiatrist, child psychologist, or social welfare counselor.
B. Try to stimulate Sam toward goals which might gain him greater acceptance.
C. Try to get his parents to realize the seriousness of the situation.
D. The whole family should be sent to a psychiatrist, psychologist, or social welfare counselor.
E. Attempt to determine why he is the way he is and institute a campaign to correct the reason.""","""This is a group task. Discuss the case you have been given and try to arrive at a consensus regarding which of the suggested solutions is the best one. You will have 15 minutes to discuss the case and make your decision.""","Quality of decision:
A-2
B-4
C-3
D-5
E-1
(the smaller the number, the better the decision)",Quality of decision; unanimity of decision.,FALSE,3.86,2.54,3.25,5.88,5.62,7.37,6.45,4.38,5.5,3.92,2.6,2.28,2.48,3.57,1.69,0.62,2.11,3.77,3.04,2.45
R_1ooFYiQpf9FGZNq,7787,7,"Shaw 1963, p. 35","Formulated by W. T. Penrod, Jr., especially for this project.","Paper and pencils. A copy of the following problem statement for each group member:
""Johnson, Barry, Brewster, Edwards, Adams, and Hunter are each sophomores in one of the following colleges; Yale, Harvard, Princeton, Dartmouth, Cornell, and Columbia. Barry has a girl friend named Miss Short. Miss Phillips is Brewster's girl. Miss Klagg is Hunter's girl. Miss Rice is Johnson's girl. Miss West is Edwards' girl. Miss Phillips doesn't know any Cornell men. Miss Klagg knows no Columbia men. Miss West hates Harvard men. Miss Kent roots for Princeton. Browster knows Miss West but she won't have anything to do with him. Barry wears a big Y on his sweater. To which college does each man go?""","""This is a group task. Work cooperatively to arrive at a group answer to the question posed in the problem statement. When you have an answer, let me know.""","Johnson - Dartmouth
Barry - Yale
Brewster - Harvard
Edwards - Columbia
Adams - Princeton
Hunter - Cornell",Number correct pairs; time required.,FALSE,2.31,7.21,4.77,5.81,3.17,7.12,4.55,3.06,3.15,0.77,2.73,2.72,2.22,3.14,2.81,1.7,2.72,2.2,2.71,1.52
R_1P8cMmtfoAe0IMQ,5688,12,"Shaw 1963, p. 39",(old parlor game),"Paper and pencils.  Copy of the following problem statement:
     ""A man had a barrel of beer and two measures, one holding five pints and one holding three pints.  Using only the cask and the two measures, show how it is possible for the man to put exactly one pint into each of the two measures.  No other vessels are to be used and no marking of the measures is allowed.""","""Your task, working as a group, is to arrive at a solution of the problem posed above.""","Fill the two measures.
Open the tap and let the remainder of the beer in the barrel run to waste.
Fill the 3-pint from the five pint.
Empty the 3-pint into the barrel.
Transfer the 2 pints from the 5-pint to the 3-pint measure.
Fill the 5-pint from the barrel, leaving 1 pint in the barrel.
Fill the 3-pint from the 5-pint, leaving 4 pints in the 5-pint.
Empty 3 on the ground.
Fill the 3-pint from the 5-pint, leaving 1 pint in the 5-pint measure.
Transfer 1 pint from barrel to the 3-pint.",Time;  number of moves required;  success/failure.,FALSE,2.35,7.16,5.88,5.68,2.46,6.85,3.72,4.04,3.78,1.11,2.44,3.08,2.38,2.91,2.5,2.09,3.05,2.22,3.21,1.45
R_1P8cMmtfoAe0IMQ,5688,19,"Shaw 1963, p. 45",(old parlor game),"Copy of the following statement:
""A man reported that in his travels over the United States he found a mountain with such strange characteristics that a glass would hold less water on top of the mountain than in the valley below.  What mountain has this strange characteristic?""","""Your task is to discuss the problem you have been given and arrive at a group decision regarding the question posed in the problem statement.""","Any mountain one cares to name.  (The surface of any liquid is always spherical, and the greater any sphere is the less its convexity.  Therefore, the top of any vessel will form the base of a greater sphere at the top of a mountain than at the bottom.  This sphere, being greater, must be more convex;  in other words, the spherical surface of the water must be less above the brim of the glass, and so will hold less water at the top of a mountain than at the bottom.)",Time;  pass/fail.,FALSE,1.61,6.62,3.17,4.25,2.28,7.42,2.78,1.94,2.32,2.08,1.84,2.18,4.42,4.65,3.32,0.6,3.36,2.67,3.1,5.3
R_1P8cMmtfoAe0IMQ,5688,24,"Shaw 1963, p. 49","Shaw, 1954a.","     Paper and pencils.  One copy of each of the following problem statement for each group member:
     ""You are asked to give time of arrival at Town 4 of a plane which left Town 1 at 12:00 noon.  You know the towns at which the plane must land, distance between towns, duration of stops and speed of the plane.  What time does the plane land at Town 4?""
     One copy of each of the following items:  (Items are randomly distributed among group members.)
     The plane stops at Town 2 for 1 hour.
     Distance from Town 2 to Town 3 is 200 miles
     The plane must land at Town 2.
     The plane must land at Town 3.
     The speed of the plane is 100 miles per hour.
     Distance from Town 1 to Town 2 is 100 miles.
     Distance from Town 3 to Town 5 is 100 miles.
     The plane stops at Town 3 for 1 hour.","""Your task is to solve the problem you have been given working together as a group.  No one of you can solve the problem working alone because no one has all the information needed to solve it.  You must, therefore, communicate with each other in order to reach solutions.  You may communicate freely among yourselves, but you may not show each other the items of Information that you have been given.  The object is for every member in the group to learn the answer in the shortest possible time.  When you have an answer that you are willing to accept  -  either your own solution or someone else's  -  raise your hand and I will collect your solution.  The sooner each of you reports a solution, the better will be the group's performance score.  Are there any questions?""",6:00 p.m.,Average of individual time scores;  errors (number of incorrect solutions submitted).,FALSE,6.25,7.34,4.43,5.28,2.95,6.32,3.04,3.66,4.46,0.57,2,0.66,2.67,3.48,2.88,2.26,2.21,2.29,2.33,0.56
R_1P8cMmtfoAe0IMQ,5688,2,"Shaw 1963, p. 31","Deutsch, 1949.","Paper and pencils;  copies (one for each S) for the following problem statement:
     ""Five school girls sat for an examination.  Their parents, so they thought, showed an undue degree of interest in the result.  They therefore agreed that, in writing home about the examination, each girl would make one true statement and one untrue one.  The following are the relevant passages from their letters:
     Betty:  'Kitty was second in the examination.  I was only third.'
     Ethel:  'You'll be glad to hear that I was the top.  Joan was second'
     Joan:  'I was third, and poor Ethel was bottom.'
     Kitty:  'I came out second.  Mary was only fourth.'
     Mary:  'I was fourth.  Top place was taken by Betty.'
What, in fact, was the order in which the five girls placed?""","""We are interested in ovserving how groups of individuals go about solving problems.  Please read the problem carefully, then discuss it among yourselves and try to arrive at a group decision as quickly as possible.  You may attack the problem in any way that you wish as long as you work on it as a group.""","Kitty, Joan, Betty, Mary, Ethel",Number of girls correctly placed;  time required for solution.,FALSE,2.61,7.21,4.71,5.61,3.23,7.12,4.68,3.04,3.39,0.77,2.63,2.98,2.27,2.5,2.29,2.46,2.59,1.98,2.56,1.82
