_id,playerId,gameId,createdAt,data.synergyPreference,data.teamViability,data.enjoyedTask,data.age,data.gender,data.strengthInGame,data.payFair,data.feedbackOpenEnded,data.feedbackMultipleChoice,data.education
WmqhT6ReG9hBWnTzr,Xwcuc9FMavNRPtBo2,SCwwxS4CyaJj5uJQX,2024-04-26T15:35:55Z,,,,46,Male,I tried to move quickly when needed which suits me.,Yes,,,bachelor
r7XYYNc6MWZ6AB4TJ,Hjz3hTHaXo3NkmcHC,SCwwxS4CyaJj5uJQX,2024-04-26T15:36:04Z,,,,49,male,"I think fairly strong, seemed like worked well together too.","I would like more but.. we always want more.  It was long but, it was ok to be honest.",,,high-school
LcivXtStWysKGisGp,NHJtz24rbL5e4jnx4,4cngqMgLyByZNxCXy,2024-04-26T15:37:49Z,team,true,strongly agree,,,,,none,Yes,
NSsann3Wog5dF5DTi,3wQpS45QqLb8HKvrw,4cngqMgLyByZNxCXy,2024-04-26T15:37:53Z,team,true,agree,,,,,,Yes,
46MSkYEbonxZRqnJX,6tr4jE9zDFxqCNhvB,4cngqMgLyByZNxCXy,2024-04-26T15:37:55Z,individual,true,agree,,,,,no,Yes,
D56pHefwudFNcAs3B,NHJtz24rbL5e4jnx4,4cngqMgLyByZNxCXy,2024-04-26T15:38:11Z,,,,34,Male,first two tasks,yes,,,bachelor
HEqn3CoenD457Yyo9,3wQpS45QqLb8HKvrw,4cngqMgLyByZNxCXy,2024-04-26T15:38:16Z,,,,60,Female,Strong,Very fair!!,,,master
6vTSb2qwwGXJfLiH2,6tr4jE9zDFxqCNhvB,4cngqMgLyByZNxCXy,2024-04-26T15:38:24Z,,,,50,female,I felt I was good,I thought it was fair,,,high-school
3tDMTNaYdGoXCQTrB,Y3v75qpogBkLjTpug,4cngqMgLyByZNxCXy,2024-04-26T15:38:27Z,individual,false,neither agree nor disagree,,,,,Some pages were slow to load so I was not able to participate fully in some tasks,No,
h5JfM5rNZShJjrenM,JccXFQroPyk9XEPXZ,4cngqMgLyByZNxCXy,2024-04-26T15:38:45Z,team,false,strongly agree,,,,,"this one had a problem where i was stuck at a loading page, that is why some tasks i did not do while i was waiting it to finish loading, i just refreshed the page and it got right.",Yes,
J3totk5dto6WnKmEh,Y3v75qpogBkLjTpug,4cngqMgLyByZNxCXy,2024-04-26T15:39:32Z,,,,44,Male,I was a full participant and tried my hardest,"My pay is fair, but unfair for others who didn't participate to get paid the same",,,bachelor
DkWP5HAjzBppF22Fo,JccXFQroPyk9XEPXZ,4cngqMgLyByZNxCXy,2024-04-26T15:39:42Z,,,,32,Male,I was trying to make people play the game as a team.,it is really fair i think.,,,high-school
eoWp77NeC3kCDtHDh,utfhFZw57BKkQ6G2G,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:41:33Z,team,false,strongly agree,,,,,None,Yes,
zh33TpNrDeuhSEoYd,qWrwKg8edpxfn4TMF,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:41:39Z,team,true,strongly agree,,,,,wait time should be less,Yes,
nfSJFfR94jHsDi8FW,LCPfrN94LaApMjewT,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:41:47Z,team,true,agree,,,,,Everything for most part was fine. Last game pictures kept flashing,Yes,
coCh4yfNhPBAHmMyK,LwPug9TNbiCoRheSG,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:41:56Z,individual,false,disagree,,,,,This group didn't really feel like a team. everyone seemed to wanting to get through it as quickly as possible. ,No,
N4CCvscJ8TeNnZsao,qWrwKg8edpxfn4TMF,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:41:57Z,,,,35,male,i pay attention to detail,yes,,,bachelor
fix7quYvsPRmaLyYm,utfhFZw57BKkQ6G2G,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:42:05Z,,,,38,female,annotation,yes,,,bachelor
Lwc4w4xktSe8DBmWB,LCPfrN94LaApMjewT,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:42:18Z,,,,39,male,Picture description,"above average, not great but better then some",,,master
bgEw3wCqSxyziY4jK,LwPug9TNbiCoRheSG,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:42:47Z,,,,36,Male,I was willing to talk and engage with a variety of different ideas and think I was helpful in the word focused task. ,"Yes, but please give me a different group and a less glitch filled session. ",,,master
hk_44138df51527a7bf,NnXSLdTsfXtoJZZBp,4cngqMgLyByZNxCXy,2024-04-26T15:45:39Z,team,false,strongly agree,,,,,No,Yes,
eWjReCPFC5f4d64Xs,CTFQaG6Gi4aSJWabw,bJJqZadr6ku8CQWjr,2024-04-26T15:46:01Z,individual,true,agree,,,,,,Yes,
sykyLCGpEtevaE7e7,F3XBZFgmFbzaLGQAw,bJJqZadr6ku8CQWjr,2024-04-26T15:46:07Z,team,true,agree,,,,,None.,Yes,
id4hFzcbbFbWFTMhz,NnXSLdTsfXtoJZZBp,4cngqMgLyByZNxCXy,2024-04-26T15:46:26Z,,,,46,Female,"Creative thinking, memorizing.","Yes, thank you. ",,,high-school
p295hX59f5wabe3Ly,GXciiBYL4ntE5vkTH,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:46:35Z,team,true,strongly agree,,,,,great,Yes,
9wB2mfLFwnB3QiuzC,GXciiBYL4ntE5vkTH,ZTQ68Dnmkbh2PjvsF,2024-04-26T15:46:46Z,,,,30,male,fun,yes,,,bachelor
GYi2RhHTQgDHfbKSx,kF39B6nYkkNDtpkqe,bJJqZadr6ku8CQWjr,2024-04-26T15:46:49Z,individual,false,agree,,,,,"had trouble with display of animal species, also not enought time to converse with partners",Yes,
MJtQKwwaRLxyNq5BQ,CTFQaG6Gi4aSJWabw,bJJqZadr6ku8CQWjr,2024-04-26T15:47:02Z,,,,68,Male,Nothing,Yes,,,bachelor
9rdjzhoymJSWqWLdt,kF39B6nYkkNDtpkqe,bJJqZadr6ku8CQWjr,2024-04-26T15:47:10Z,,,,67,female,average,yes,,,master
P2C4FvSwjECQ9dHnb,F3XBZFgmFbzaLGQAw,bJJqZadr6ku8CQWjr,2024-04-26T15:47:38Z,,,,38,Female,Honestly i tried my best.,Yes. Thank you!,,,bachelor
96sH5E24DkzuHQFhc,ZqSDyDXG738iMD49i,QXbYn5eDpj5SHt72n,2024-04-26T16:08:58Z,team,true,strongly agree,,,,,,Yes,
YyafGNCapHXszuyZo,ZqSDyDXG738iMD49i,QXbYn5eDpj5SHt72n,2024-04-26T16:09:22Z,,,,40,female,fair,yes,,,bachelor
S4qzFt7LrKMkyWWBN,3LgAh7DBng2ckgWFh,JzeicCK3puZLrygnx,2024-04-26T16:34:07Z,individual,,disagree,,,,,,No,
yG3mYrLr7b5xkh9Y5,3LgAh7DBng2ckgWFh,JzeicCK3puZLrygnx,2024-04-26T16:35:37Z,,,,35,male,quickness,I don't know how much the pay will be yet.,,,bachelor
Gay5a8AsYfdH9xJX7,aYAyqNgFHruZvCruz,H8dQxtQgTpw427RjT,2024-04-26T16:39:01Z,individual,,agree,,,,,n/a,Yes,
HaGCQiWJ4zJZe5hcj,aYAyqNgFHruZvCruz,H8dQxtQgTpw427RjT,2024-04-26T16:39:25Z,,,,46,female,average,yes,,,master
3hT8xaHqPCg5GrYBi,ig5S9XaReJ6xy8fWu,3QDAeYja9u2yu2wtJ,2024-04-26T17:04:32Z,individual,true,agree,,,,,,Yes,
BKhkHP43zer8Rv4Tt,hk_10a59f5dfd393064,3QDAeYja9u2yu2wtJ,2024-04-26T17:04:33Z,team,true,agree,,,,,"I did not care for the short notice, and I didn't appreciate that when I clicked on the link, it said there were no games available at first.",Yes,
sY6eQjRn2FQt2psXJ,ig5S9XaReJ6xy8fWu,3QDAeYja9u2yu2wtJ,2024-04-26T17:05:07Z,,,,40,female,remembering the lists,"yes, but the game was a little long",,,master
ifmBJbtNeqEsZHBBN,agDibaKbW6qHHHep7,YoXqTcxKioXDy6sKi,2024-04-26T17:05:32Z,team,false,agree,,,,,the oil game was a mess,Yes,
iGPPZ4RauWZWmrfFD,SQdtNYxzxqQAoaxcx,YoXqTcxKioXDy6sKi,2024-04-26T17:05:33Z,individual,false,strongly agree,,,,,,No,
7BKjP9dQd6zAJNE7P,eLg9eXyCMYkcKD8fj,YoXqTcxKioXDy6sKi,2024-04-26T17:05:37Z,team,false,strongly agree,,,,,Everything was great ,Yes,
woXMZ9uxm7d3m72EC,jKmhc2SASeh2xTvyt,YoXqTcxKioXDy6sKi,2024-04-26T17:05:41Z,team,true,strongly agree,,,,,The game seemed to be jumpy in the first game,Yes,
kEQTwAArwYNhR47xK,Gs4uNWD3eyYBQBcmJ,YoXqTcxKioXDy6sKi,2024-04-26T17:05:54Z,team,false,agree,,,,,None,Yes,
JS5JD69Dp4eAAE48Q,agDibaKbW6qHHHep7,YoXqTcxKioXDy6sKi,2024-04-26T17:06:03Z,,,,36,male,memory and slogans,somewhat,,,bachelor
ee2MMBZhjwreb6hA4,MBfxLJdLQNoRT9q7Y,YoXqTcxKioXDy6sKi,2024-04-26T17:06:18Z,team,true,strongly agree,,,,,"Everything went smoothly pretty much.  Great team.  Only thing was the oil fields thing, that was little confusing but otherwise I liked all the games.  Thank you for inviting me. ",Yes,
7BzHBkab8e39X9j5u,hk_10a59f5dfd393064,3QDAeYja9u2yu2wtJ,2024-04-26T17:06:26Z,,,,50,Male,"I did my best when it came to memory games, and I think I did okay with the slogans. I was terrible at the oil finding game and not fast enough for the animal identification.","I guess it depends on whatever the ""potential additional bonus"" is. It needs to be worth an hour of my time and effort.",,,high-school
7PydSriGEBnkJwYtL,jKmhc2SASeh2xTvyt,YoXqTcxKioXDy6sKi,2024-04-26T17:06:36Z,,,,60,Female,Able to remember many of the words. Some team members didn't chat,Yes the pay was fair,,,bachelor
p2uXeWCpC5EK4k539,eLg9eXyCMYkcKD8fj,YoXqTcxKioXDy6sKi,2024-04-26T17:06:46Z,,,,35,MALE,Team work is the strength for anything,Yes,,,bachelor
9C2s8opfSEHEjExSG,SQdtNYxzxqQAoaxcx,YoXqTcxKioXDy6sKi,2024-04-26T17:06:48Z,,,,28,male,collaborating with others,Not for a us worker. Things just took too long. Max bonus is too low,,,high-school
Q8wtMFLQZmMJuqE55,MBfxLJdLQNoRT9q7Y,YoXqTcxKioXDy6sKi,2024-04-26T17:07:36Z,,,,59,female,"Throwing ideas around, bouncing off ideas off each other.  Keeping chat/game going with the team.  ",Yes I feel it was fair. ,,,other
tRh5pr5yyRJpbYo4J,Gs4uNWD3eyYBQBcmJ,YoXqTcxKioXDy6sKi,2024-04-26T17:09:03Z,,,,43,Male,I have performed by unique way,little good,,,bachelor
y7o9LP9n8X7Sxzsg8,FdEW8Kyz3E3C4f6ca,5nYr64YMFhM8EJuLK,2024-04-26T17:11:31Z,individual,false,disagree,,,,,a long wait,No,
ExyuugHZMzoCkNmPK,6npqBAPS6kkhuj3Qy,5nYr64YMFhM8EJuLK,2024-04-26T17:11:56Z,individual,false,strongly agree,,,,,elephant is an idiot lol,Yes,
xWLGFjAj4bRjkw8F5,FdEW8Kyz3E3C4f6ca,5nYr64YMFhM8EJuLK,2024-04-26T17:12:28Z,,,,35,Male,"Memory and answering questions, my partners were lazy.","No, and my partners didn't do work, I did the whole thing",,,bachelor
riifxvbodyiX7k3Fo,6npqBAPS6kkhuj3Qy,5nYr64YMFhM8EJuLK,2024-04-26T17:13:56Z,,,,42,female,team player!,probably should get more for having to deal with elephant  lol,,,bachelor
TzkjEm4h9Wz3vftry,ZRQAtGPJxPj622TXA,6uSkQ9j7aDyQuYYiR,2024-04-26T17:14:21Z,individual,false,neither agree nor disagree,,,,,,Yes,
RdhnEcapjPi7FkTiH,6iddHLwaZB8JL4jWj,6uSkQ9j7aDyQuYYiR,2024-04-26T17:14:29Z,team,false,strongly agree,,,,,,Yes,
ux8NFWEBS5RPzN4KH,79japxKr7buDb3gFn,6uSkQ9j7aDyQuYYiR,2024-04-26T17:14:51Z,individual,false,neither agree nor disagree,,,,,"I was notified several times, but only got through on the third time.  The instructions (especially the oil ones) were confusing.",No,
hoL3GPPCTfsvsH9qY,6iddHLwaZB8JL4jWj,6uSkQ9j7aDyQuYYiR,2024-04-26T17:14:58Z,,,,55,Female,,,,,bachelor
onagi7qj6tFXCjnWE,ZRQAtGPJxPj622TXA,6uSkQ9j7aDyQuYYiR,2024-04-26T17:15:01Z,,,,41,male,to coordinate with team,yes its good,,,master
6Ehsta5KoHC6EPReu,gy6A6QKg2KLXfDn8T,6uSkQ9j7aDyQuYYiR,2024-04-26T17:15:15Z,individual,false,neither agree nor disagree,,,,,"There was not enough time between recieving the email, seeing the email, and needing to log on. I saw the email at 12:11 EST",Yes,
NWw34uWhaeypBuLvH,79japxKr7buDb3gFn,6uSkQ9j7aDyQuYYiR,2024-04-26T17:15:43Z,,,,71,female,Average,Yes,,,master
aKasMKJSvAR6cbnXZ,u3cJ7cywmhKk7bzrW,6uSkQ9j7aDyQuYYiR,2024-04-26T17:15:48Z,team,false,agree,,,,,The oil drill one was confusing to me.,Yes,
mHJyomgECKJdo83dx,u3cJ7cywmhKk7bzrW,6uSkQ9j7aDyQuYYiR,2024-04-26T17:16:11Z,,,,43,female,medium,yes,,,master
B7pXHHPbFpptgehSm,FEksSSdrGZ9ujXsKy,6uSkQ9j7aDyQuYYiR,2024-04-26T17:17:24Z,individual,false,agree,,,,,I had fun with the task,Yes,
ek3p8pb7oetSfpv3M,FEksSSdrGZ9ujXsKy,6uSkQ9j7aDyQuYYiR,2024-04-26T17:18:50Z,,,,31,Male,I was able to contribute and help out the team with my memorization and creativity.,no,,,master
LJsMfSwmvutsNm48n,gy6A6QKg2KLXfDn8T,6uSkQ9j7aDyQuYYiR,2024-04-26T17:19:56Z,,,,36,Female,Not very strong for most of it. ,12/ hour above minimum wage but I think it's low considering the amount of time it took. ,,,bachelor
eb3RXfZWJ6bMjex8x,hk_62b26daa1f5762d7,i9g4YLxM3zuxGuQkM,2024-04-26T17:23:21Z,individual,true,agree,,,,,none,Yes,
XXpNFEuFQEBKgjEGP,zbNxtw4c4yjki99AY,i9g4YLxM3zuxGuQkM,2024-04-26T17:23:27Z,team,false,strongly agree,,,,,The wait was a bit long. The tasks were easy and fun,Yes,
RrJu4kG2PsxJA3HXF,quYQ9QuwzW4j5oMBf,i9g4YLxM3zuxGuQkM,2024-04-26T17:23:34Z,team,true,agree,,,,,fast instructions,Yes,
DwFiyv9knBor7RuQD,hk_62b26daa1f5762d7,i9g4YLxM3zuxGuQkM,2024-04-26T17:23:42Z,,,,57,female,average,yes,,,high-school
hBfnHaN7zzTk3eH3z,zbNxtw4c4yjki99AY,i9g4YLxM3zuxGuQkM,2024-04-26T17:24:26Z,,,,71,Female,"Weak, not enough creativity. Strong on word recall",yes,,,bachelor
QvoJkRrprsNGh8Svq,quYQ9QuwzW4j5oMBf,i9g4YLxM3zuxGuQkM,2024-04-26T17:24:42Z,,,,73,female,good,yes,,,other
e9utFWQSmtzebNbcm,ZZNGX2HunCj3Ks7xY,CGR5XCF8sPwc9AmfF,2024-04-26T17:56:13Z,individual,false,disagree,,,,,"One person in my group was not participating. I did not want to have to wait because of them, so I opted to exit the task. The other person was cooperative. I would strongly prefer if they could be paid, regardless of what happens to me. I think this will be clear if you read the logs. Thanks for your understanding. ",No,
atgrPTQtEa9rkGgHj,ZZNGX2HunCj3Ks7xY,CGR5XCF8sPwc9AmfF,2024-04-26T17:58:05Z,,,,34,Male,"I felt like I was taking a leadership role, based on what work I could accomplish. I really tried to be creative.","I think so, but I am not sure what I will actually be making. I understand if my pay will be docked, but I would appreciate if the cooperative partner could be paid in full. They seemed more willing to wait the entire time, but I honestly did not want the person who did nothing to be paid the full amount; it was not fair and it has happened to me before on this task. ",,,bachelor
oYuomPrrpQqhTonPM,Ys82muw3a4svBWNAS,ykmGbDdsXHA3DRWam,2024-04-26T18:04:59Z,individual,,disagree,,,,,The games kept ending before the timer ran out and so I didn't get to approve,Yes,
HwT3GYgcG6ea26ypD,Ys82muw3a4svBWNAS,ykmGbDdsXHA3DRWam,2024-04-26T18:05:57Z,,,,41,female,I have good memory ,"no, I spent time working and the game would move on before I could barely start most tasks so I feel likemy score will be so low that I wont get paid for my time. ",,,bachelor
rxZa5WpHXDFjTrNaZ,Ys82muw3a4svBWNAS,ykmGbDdsXHA3DRWam,2024-04-26T18:06:26Z,individual,,disagree,,,,,game did not work correctly so I likely wont get paid well for my time,No,
wcJ2WcTgKMRGGdiPR,Ys82muw3a4svBWNAS,ykmGbDdsXHA3DRWam,2024-04-26T18:06:35Z,,,,41,female,,,,,bachelor
Pqmaiyo4ELAoYjsBc,6mSYD4n45MQBzmCzM,iRERt6TSvvMJzX8Az,2024-04-26T18:08:15Z,team,,strongly disagree,,,,,The games are too fast I didn't enjoy it as much.,No,
eHFngqGdnpjTejtTF,6mSYD4n45MQBzmCzM,iRERt6TSvvMJzX8Az,2024-04-26T18:08:50Z,,,,33,Female,"I guess I did pretty well with the slogan making,",Yes.,,,bachelor
9cATXAjC7mBDPDo3Y,rqSXWXuM9rom4BHDR,M9qsEkhfhPezmhiEr,2024-04-26T18:10:42Z,individual,true,neither agree nor disagree,,,,,,Yes,
jy7tFqH6dzaJrZGkq,rqSXWXuM9rom4BHDR,M9qsEkhfhPezmhiEr,2024-04-26T18:11:27Z,,,,43,Female,Not very strong,Yes,,,bachelor
5u3ccBdjm6XzhXNDe,BFXET7XSsiANBuJXi,j9d9ZeFoWtmbJFoWQ,2024-04-26T18:13:54Z,team,,strongly agree,,,,,none,Yes,
ccYaueeLG9mJHd4jn,BFXET7XSsiANBuJXi,j9d9ZeFoWtmbJFoWQ,2024-04-26T18:14:27Z,,,,38,female,Weak,yes,,,bachelor
JPzt4fqTujwY4k4Xb,Yve9RbHeH2NbcQDDa,BgyxxmF7WtxZSbDtX,2024-04-26T18:15:23Z,team,true,agree,,,,,,Yes,
y9Pq5NGLc9uKJot4k,Yve9RbHeH2NbcQDDa,BgyxxmF7WtxZSbDtX,2024-04-26T18:15:38Z,,,,29,male,very well,I think so,,,high-school
FASjQ3F4SXL7jqbMv,6KWZydvb5cXmbuRFF,sbHP54tSMnvwJ2Jtf,2024-04-26T18:18:49Z,individual,false,agree,,,,,No.,Yes,
3p22se82NyYeSNL5J,aNK2n8f6yRexWaXhy,sbHP54tSMnvwJ2Jtf,2024-04-26T18:19:08Z,individual,true,agree,,,,,Everything was fine.,Yes,
ySKHa4b4Zb9tsdsAY,4xnr5R3oiMZYWiqE8,sbHP54tSMnvwJ2Jtf,2024-04-26T18:19:17Z,team,false,strongly agree,,,,,no comments,Yes,
uxEEmTMc5tApzduWG,6KWZydvb5cXmbuRFF,sbHP54tSMnvwJ2Jtf,2024-04-26T18:19:24Z,,,,39,Female,Average,Yes.,,,bachelor
QnFDqaDD6xwSqg7wH,aNK2n8f6yRexWaXhy,sbHP54tSMnvwJ2Jtf,2024-04-26T18:20:30Z,,,,53,male,I just tried to do my best.,It depends on the potential bonus.,,,high-school
shhoDFsyKW8e9AJc4,QbGQsPYwhJJF63gbt,6C3bEt8Zg2KYGsxnj,2024-04-26T18:21:23Z,individual,false,agree,,,,,If someone drops from the group there needs to be a way to kick them,Yes,
FvyHKzAZhBiXQWqxo,jrTG336pryi6P7N7e,6C3bEt8Zg2KYGsxnj,2024-04-26T18:21:29Z,team,false,agree,,,,,one of the players didn't show up and that made it harder to score,Yes,
xbWuDKFmLrg8mGQc5,4xnr5R3oiMZYWiqE8,sbHP54tSMnvwJ2Jtf,2024-04-26T18:21:35Z,,,,34,man,Average strength in the game,Payment is honest,,,high-school
SodfLnsED6GhECgLu,jrTG336pryi6P7N7e,6C3bEt8Zg2KYGsxnj,2024-04-26T18:22:01Z,,,,65,female,average,yes,,,high-school
Y9jnThMvPhJsXA3S7,QbGQsPYwhJJF63gbt,6C3bEt8Zg2KYGsxnj,2024-04-26T18:22:02Z,,,,45,male,I am good at logical puzzles.,It was OK.,,,bachelor
KKYdJDhAN2S7HEr7d,rzj2irSfcgQGdjQYk,3QDAeYja9u2yu2wtJ,2024-04-26T18:22:16Z,team,true,strongly agree,,,,,,Yes,
uQSxeWSpzrcnFSgeC,rzj2irSfcgQGdjQYk,3QDAeYja9u2yu2wtJ,2024-04-26T18:22:20Z,,,,,,,,,,
TLF7T3gWbjTtLTCrx,aHw55xaujeaN2Kc8B,CGR5XCF8sPwc9AmfF,2024-04-26T18:26:23Z,team,false,neither agree nor disagree,,,,,I ended up without a team.,No,
teh7aZLnH9L3NeEmZ,bb6zd4JDEMR8ut2KJ,BgyxxmF7WtxZSbDtX,2024-04-26T18:27:30Z,team,true,strongly agree,,,,,no,Yes,
FQsG3ATfcDoigeSgh,aHw55xaujeaN2Kc8B,CGR5XCF8sPwc9AmfF,2024-04-26T18:27:32Z,,,,62,Female,I didn't really have one. I didn't understand some of what I was supposed to do.,Yes,,,master
eAPwebXXQS2AxEyAa,s82dJ6TLjWrxqDehT,BgyxxmF7WtxZSbDtX,2024-04-26T18:27:54Z,individual,false,strongly agree,,,,,"No, it was great, thank you.",Yes,
4zrMR9S24eRJDMb65,bb6zd4JDEMR8ut2KJ,BgyxxmF7WtxZSbDtX,2024-04-26T18:27:57Z,,,,49,female,I was good at the game,yes,,,master
orqQGaRodf4eHgJZb,E3yM74o4bAkB6TCmR,BgyxxmF7WtxZSbDtX,2024-04-26T18:27:59Z,team,true,agree,,,,,Last task was confusing,Yes,
5BKNKzbJ7NAigJYbp,kXhd8QMMChxdo7mYw,BgyxxmF7WtxZSbDtX,2024-04-26T18:28:01Z,team,false,agree,,,,,"It felt like a couple of players weren't participating; the oil finding game didn't make much sense to me. Sometimes, I would type something and the word would disappear and I would have to reenter it again.",Yes,
t9LguWkmGw4TcbPzh,6KSNSLevGQPd9DkGt,BgyxxmF7WtxZSbDtX,2024-04-26T18:28:27Z,team,false,agree,,,,,defintely had one person multitasking - bad form,Yes,
3b5FDkA8nJko5AuAJ,kXhd8QMMChxdo7mYw,BgyxxmF7WtxZSbDtX,2024-04-26T18:28:34Z,,,,52,Male,Communication with team members and leadership,Yes.,,,bachelor
K5e5zAmERabo7KNES,E3yM74o4bAkB6TCmR,BgyxxmF7WtxZSbDtX,2024-04-26T18:28:34Z,,,,48,male,Fair,Yes,,,master
Ya9XX3Nsyx38DfrGg,tvfDM2EFYzijXJbuE,Gac4qCcS67Huc7BMF,2024-04-26T18:28:53Z,individual,false,neither agree nor disagree,,,,,the people were not responsive ,No,
Sn7gn7Hn9shqEBdd4,o4MEz5izDy6ktLL8g,Gac4qCcS67Huc7BMF,2024-04-26T18:28:56Z,individual,false,neither agree nor disagree,,,,,,Yes,
6gBQDMcadmTpLGF5R,tvfDM2EFYzijXJbuE,Gac4qCcS67Huc7BMF,2024-04-26T18:29:24Z,,,,39,female,just a doer,no,,,bachelor
itNexBbaXmqLvoDsq,o4MEz5izDy6ktLL8g,Gac4qCcS67Huc7BMF,2024-04-26T18:29:36Z,,,,39,Male,,Yes,,,master
X6kpbc8xKKnJEEzhH,hk_ce0b1e03844bf206,Gac4qCcS67Huc7BMF,2024-04-26T18:29:42Z,individual,false,neither agree nor disagree,,,,,Buttons were unresponsive at times. Last game was just hard to figure out.,No,
SXsZYFs23Q9TLDvyX,s82dJ6TLjWrxqDehT,BgyxxmF7WtxZSbDtX,2024-04-26T18:29:51Z,,,,38,female,I was able to come up with quite a few slogans and I enjoyed all the games,"Yes, quite fair, but once I got distracted by the chat section and missed something important",,,other
LEjB5cSmM2BF4vNhb,6KSNSLevGQPd9DkGt,BgyxxmF7WtxZSbDtX,2024-04-26T18:30:10Z,,,,61,female,Word memory was probably my best,Only if the full potential bonus comes thru,,,bachelor
JL33SvppRxTK3gY9t,hk_ce0b1e03844bf206,Gac4qCcS67Huc7BMF,2024-04-26T18:30:58Z,,,,49,male,Average,Yes but more is always appreciated.,,,high-school
hk_3b8e850d500c7f0f,bRmmryxT2g4xRPTyP,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:05Z,team,true,strongly agree,,,,,,Yes,
vTdQSPhWg6uXKc4om,NGknknFHFr4G9h833,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:06Z,individual,false,agree,,,,,none thanks,Yes,
BCjpQEn9Pjg4BWWbK,bRmmryxT2g4xRPTyP,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:15Z,,,,37,Male,,,,,master
Wkphd2wTM3Z4hJKw3,eygQiwfEdvpvr3wxy,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:17Z,team,false,disagree,,,,,"slow loading, no pics",No,
SPiNGEZsxbXDLquys,xDh5cFij8CZLjxE23,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:25Z,team,false,strongly agree,,,,,was well done hard at first,Yes,
EmMRTT2J9ptQzaNdx,HdP4WdCEQFd2Roece,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:26Z,team,true,neither agree nor disagree,,,,,No.,Yes,
HdtQensT4PL23YJto,NGknknFHFr4G9h833,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:38Z,,,,33,female,i think it played well and helped out. I was good at math and remembering some of the words,yes,,,bachelor
pcqDj8SfgKetAHEvh,N6PhXWEcvxgP39NFD,M9qsEkhfhPezmhiEr,2024-04-26T18:34:45Z,team,false,strongly agree,,,,,No,Yes,
JcbGnLSK86XvepjKo,eYgDoqWpdqtNJ3dZL,M9qsEkhfhPezmhiEr,2024-04-26T18:34:45Z,team,true,strongly agree,,,,,Some of it was a little  too fast to follow.,Yes,
9s4GbByaY46fExDSb,xDh5cFij8CZLjxE23,jPoeZe9jw3FBFxbkj,2024-04-26T18:34:57Z,,,,58,male,medium,yes,,,bachelor
jYoCEvvxov9ojwEn6,N6PhXWEcvxgP39NFD,M9qsEkhfhPezmhiEr,2024-04-26T18:35:01Z,,,,43,,,,,,
jHF6Z7dhbnCHooyRq,eYgDoqWpdqtNJ3dZL,M9qsEkhfhPezmhiEr,2024-04-26T18:35:13Z,,,,37,Male,Ideas and creativity.,I feel it was fair.,,,bachelor
iC7QWjKaiCRQrjseS,R9cqeAdC9WngzGNyg,M9qsEkhfhPezmhiEr,2024-04-26T18:35:22Z,team,true,disagree,,,,,"some things went too fast, esp the images one which also didn't seem to work properly",No,
6NPnp7kNXxK8b3Jb5,HdP4WdCEQFd2Roece,jPoeZe9jw3FBFxbkj,2024-04-26T18:35:39Z,,,,,,My strength seemed greater being on a team.,I don't recall what the amount being offered.,,,
vzfDbySXX9WLsgAXM,eygQiwfEdvpvr3wxy,jPoeZe9jw3FBFxbkj,2024-04-26T18:35:40Z,,,,69,female,poor,yes,,,bachelor
cTQNtwBSgoidRbbaT,n5R5E5KoAJfXHRk4G,M9qsEkhfhPezmhiEr,2024-04-26T18:35:44Z,individual,false,disagree,,,,,"About half of the activities seemed to load poorly. It was a good concept, but the interface seemed somewhat broken. The task with the animal identification in particular was far too fast and it was not possible to properly select the options. Also the memory task was too fast to the point where it was impossible to read the whole list of words at times. ",No,
cMYW8pskjpfmySzLb,YJ9HJDcCLjGG84wX6,M9qsEkhfhPezmhiEr,2024-04-26T18:36:12Z,individual,true,disagree,,,,,"The word lists game is not for normal people. There are too many lists, they go by too quickly, there's not enough time to view and memorize the words. The same goes for the image task. The images fly by too quickly to annotate them all.",No,
uQ4J2u96wp3Q6Stf2,n5R5E5KoAJfXHRk4G,M9qsEkhfhPezmhiEr,2024-04-26T18:36:40Z,,,,34,female,I was good at the word based tasks that required regurgitation but not the tasks that required creativity ,Yes,,,bachelor
tiMNbRAgzjbgwrvwp,R9cqeAdC9WngzGNyg,M9qsEkhfhPezmhiEr,2024-04-26T18:37:24Z,,,,66,F,"Poor\nImages displayed went thru warp speed and other images appeared, I also had one screen go completely blank \nFind oil I did not understand what to do","No, not for the length of time",,,bachelor
